,TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SIDO_3,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_COMPANIONS_NUM,trip_day,pre_PAYMENT_load,COMPANION_AGE_avg,PAYMENT_AMT_WON,payment_bin,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,자연,도시,숙박,당일,새로운지역,익숙한지역,편하지만비싼숙소,불편하지만저렴한숙소,휴식,체험활동,알려지지않은여행지,알려진여행지,계획,즉흥,사진중요하지않음,사진중요
3854,b018552,1,0,30,6,0,0,12,3,1,1,13,14,2,7,2,4,0,1,0.5,30.0,24400.0,0.0,1,1,0,0,1,0,0,0,0,0,2,0,3,0,3,0,0,0,0,1,2,0,0,2,0,2
3855,b002062,2,1,20,6,0,0,2,3,1,1,1,13,15,5,0,1,1,4,0.9,35.0,1036010.0,1.0,0,1,1,0,0,0,1,0,0,0,3,0,3,0,3,0,0,2,0,2,3,0,1,0,0,1
3856,b011715,8,0,30,6,0,3,1,3,1,1,15,15,1,1,0,4,0,1,0.5,30.0,20100.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,1
3857,b000633,8,0,30,6,1,2,6,5,2,1,1,8,0,1,0,6,2,3,0.5,20.0,506790.0,0.0,1,0,0,0,0,0,1,0,0,1,3,0,3,0,3,0,2,0,0,2,2,0,0,2,3,0
3858,b007982,8,1,50,6,3,1,2,2,1,0,8,10,10,1,2,6,2,2,0.6,25.0,620321.0,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0
3859,b006008,14,0,30,6,1,3,1,11,1,0,2,13,13,3,5,6,3,1,0.5,10.0,90000.0,0.0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,0,2
3860,b018679,0,1,40,4,1,2,2,2,2,9,15,8,10,8,0,6,2,1,0.5,30.0,176500.0,0.0,0,1,1,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,2,0,0,1,3,0,0,3
3861,b001223,8,0,40,7,1,3,1,4,2,4,8,9,7,1,0,3,6,3,0.2,25.0,387600.0,0.0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,2,0,0,0,2,0,3,0,0,2
3862,b009918,0,1,20,6,0,0,2,4,1,1,8,15,1,8,0,3,2,1,0.5,25.0,80900.0,0.0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,0,2,0,3
3863,b010783,15,1,40,5,1,3,1,0,2,1,15,14,1,2,2,6,3,1,0.5,25.0,64500.0,0.0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,2,0,0,0,0,1,2,0,1,0,1,0
3864,b006498,8,1,30,7,1,3,1,4,2,1,15,8,1,1,5,4,0,1,0.5,30.0,37670.0,0.0,1,0,0,1,1,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,3,3,0
3865,b001523,7,0,40,4,1,2,3,4,1,0,0,7,1,9,3,6,2,2,0.5,35.0,66400.0,0.0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,0,3,3,0,3,0
3866,b014234,0,1,30,6,0,0,3,2,1,1,13,14,1,8,11,4,0,1,0.5,30.0,98400.0,0.0,1,1,0,0,0,1,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0
3867,b009852,0,1,20,6,0,0,3,3,1,0,8,1,8,8,3,5,1,2,0.0,55.0,376580.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,3,0,3,0,0,2,2,0
3868,b018746,14,1,20,5,1,1,1,0,2,1,15,1,0,3,5,1,1,1,0.5,25.0,55500.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
3869,b000007,8,1,40,7,1,2,3,2,1,0,8,10,10,1,0,6,4,3,0.9,18.333333333333332,1006168.0,1.0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,2,0,0,1,0,2,2,0,0,2,1,0
3870,b018745,1,0,30,6,3,1,6,6,2,0,15,15,8,7,11,6,1,1,0.5,5.0,67600.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,b007709,0,0,50,7,1,2,0,6,0,0,14,14,1,8,2,0,1,1,0.5,55.0,52500.0,0.0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,1,0,3,0,3,0,0,3
3872,b004727,0,1,30,5,0,2,3,2,2,2,15,8,8,8,0,4,0,1,0.5,30.0,16050.0,0.0,0,1,0,1,0,0,0,0,0,1,2,0,0,3,0,2,2,0,2,0,3,0,0,3,3,0
3873,b004944,0,0,30,6,1,1,1,5,2,3,8,1,8,8,0,0,1,2,0.9,35.0,595864.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,3,0,0,0,0,2,0,2
3874,b014928,1,1,20,6,0,1,11,2,2,2,6,3,2,7,11,1,1,1,0.5,20.0,48580.0,0.0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,2,0,1,0,1,0,0,1
3875,b001898,0,0,60,4,1,2,4,1,2,3,8,13,15,8,0,3,2,1,0.5,65.0,183300.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,2,0,0,0,0,3,0,0,0,2,0,1
3876,b000744,8,1,20,5,0,3,13,1,2,4,15,8,1,1,3,1,2,3,0.5,25.0,679552.0,1.0,0,1,0,1,0,0,1,0,0,0,2,0,3,0,3,0,3,0,0,1,0,0,0,1,0,2
3877,b000549,14,1,20,5,0,2,13,0,2,9,15,1,0,3,8,4,0,3,0.3,20.0,136300.0,0.0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,0,1,0,0,2
3878,b015175,5,1,20,6,0,3,11,2,1,0,13,9,9,6,3,1,1,1,0.5,25.0,166600.0,0.0,1,1,0,0,1,0,0,0,0,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,0,3
3879,b001032,10,0,20,6,0,0,2,4,1,0,13,1,10,16,3,5,4,2,0.5,30.0,357830.0,0.0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,2,0,2,0,0,2,0,2,0,0
3880,b014149,15,1,20,6,0,3,11,0,1,0,0,1,15,2,8,1,1,2,0.1,25.0,168800.0,0.0,1,0,1,0,1,0,0,0,0,0,0,3,3,0,3,0,3,0,0,3,0,3,3,0,0,3
3881,b000246,0,0,30,6,0,0,0,11,2,1,1,8,3,8,8,4,0,2,0.5,30.0,93680.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,2,0,2,0,0,2,3,0
3882,b002296,10,0,60,4,1,1,7,4,1,2,12,14,15,16,3,0,1,3,0.5,65.0,162839.0,0.0,0,1,0,0,0,1,0,1,0,0,0,3,0,2,0,2,2,0,0,2,0,3,0,2,1,0
3883,b006385,6,1,30,6,0,0,1,6,2,2,15,8,8,10,8,4,0,1,0.5,30.0,72550.0,0.0,1,1,0,1,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,3,0,0,3,1,0
3884,b001084,4,0,40,6,1,3,1,4,1,0,8,1,11,4,0,6,3,3,0.4,20.0,483200.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,1,0,1,0,2
3885,b009232,15,0,30,5,1,3,2,4,1,0,1,14,0,2,5,6,1,1,0.5,30.0,113000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,b000571,1,0,20,5,0,3,13,3,2,4,15,8,0,7,3,1,1,3,0.7,25.0,507150.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,3,0,1,0,3,0,0,3
3887,b003482,1,1,40,7,1,2,1,4,1,0,14,1,13,7,3,3,8,2,0.1,48.333333333333336,410100.0,0.0,1,0,1,0,0,1,0,0,0,0,2,0,3,0,3,0,1,0,0,1,3,0,3,0,1,0
3888,b018579,14,0,20,5,0,0,11,1,2,4,2,15,13,3,5,4,0,1,0.5,20.0,17300.0,0.0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,3,0,2,0,0,1,1,0,2,0,0,2
3889,b011645,0,1,20,6,0,0,2,3,2,6,8,10,13,8,0,4,0,1,0.5,20.0,143260.0,0.0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,1,0,3,0,3,0,0,1,3,0
3890,b001092,2,1,60,7,2,0,13,5,1,1,14,15,12,5,2,4,0,3,0.5,60.0,230400.0,0.0,0,1,0,1,0,0,0,1,0,0,2,0,3,0,3,0,3,0,1,0,2,0,2,0,0,2
3891,c005470,8,0,20,6,0,0,1,3,2,16,8,15,1,1,13,1,1,2,0.5,20.0,248700.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,0,1,2,0,0,2,0,1
3892,b004821,15,0,40,6,1,3,3,4,1,1,1,14,14,2,5,6,3,2,0.5,15.0,177500.0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0
3893,b007001,15,1,20,6,0,2,1,3,2,6,0,15,1,2,8,1,1,1,0.5,25.0,167600.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,2
3894,b005940,8,1,20,4,0,2,11,0,1,1,8,15,1,1,0,1,1,2,0.7,25.0,825175.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,3,0,3,0,0,2,1,0,3,0,3,0,0,3
3895,b003787,8,0,50,6,1,3,2,4,1,2,8,12,8,1,0,6,3,3,0.9,15.0,663721.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,0,1,2,0,1,0,2,0,0,1
3896,b005094,8,1,20,6,0,2,2,3,2,1,8,8,15,1,0,5,4,2,0.6,55.0,780848.0,1.0,0,0,1,0,0,0,0,0,1,0,3,0,3,0,3,0,1,0,3,0,3,0,3,0,0,2
3897,b010244,2,1,30,6,0,0,1,3,1,0,13,13,13,5,3,1,1,1,0.5,35.0,105000.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0
3898,b014330,0,1,20,4,0,2,11,1,1,0,15,1,8,8,0,4,0,2,0.2,20.0,186350.0,0.0,1,1,0,0,1,0,0,0,0,0,2,0,2,0,3,0,3,0,3,0,0,1,2,0,0,2
3899,b006433,1,1,30,6,1,3,2,1,2,4,0,15,1,7,2,6,3,1,0.5,15.0,73200.0,0.0,0,0,0,0,1,0,1,1,0,0,0,2,2,0,2,0,2,0,0,1,0,2,2,0,0,3
3900,b012617,0,1,20,4,0,1,12,0,3,0,1,15,11,8,8,0,1,2,0.5,55.0,235540.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,3,0,3,0,3
3901,b006950,3,1,30,6,0,0,1,3,2,1,15,3,8,11,0,4,0,1,0.5,30.0,35480.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,1,0,3
3902,b004387,8,0,40,6,1,1,3,1,2,4,8,8,7,1,0,4,0,1,0.5,40.0,123800.0,0.0,1,1,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,0,0,0,2,0,0,1
3903,b007350,15,1,30,6,0,1,12,0,2,0,14,14,1,2,2,1,1,1,0.5,30.0,25900.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,3,0
3904,b011212,9,1,30,6,0,3,3,3,2,1,15,15,8,0,0,3,2,1,0.5,35.0,41300.0,0.0,1,0,1,0,1,0,0,0,0,0,2,0,3,0,3,0,0,0,0,3,0,1,2,0,0,1
3905,b003852,10,0,20,6,0,0,2,3,1,2,1,3,15,16,0,1,1,2,0.3,25.0,250800.0,0.0,0,1,1,0,0,0,1,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0
3906,b011265,8,0,30,6,1,2,2,5,1,0,8,9,15,1,0,0,1,1,0.5,35.0,156000.0,0.0,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,3,1,0,2,0,1,0,0,1,1,0
3907,b014005,0,0,30,6,0,0,3,3,1,1,8,8,15,8,2,4,0,2,0.5,30.0,177550.0,0.0,1,1,0,1,0,0,0,0,0,0,0,2,2,0,3,0,1,0,0,2,2,0,2,0,0,1
3908,b002201,0,1,30,6,1,1,1,3,2,5,15,1,8,8,0,0,1,4,0.5,35.0,328000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3,0,1
3909,b000011,0,1,30,6,0,3,2,4,2,1,8,12,8,8,0,4,0,2,0.5,30.0,57300.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,0,1,0,1,1,0
3910,b008396,2,1,20,6,0,3,11,0,1,1,0,1,15,5,3,4,0,1,0.5,20.0,168200.0,0.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2,0,0,1,2,0,0,1
3911,b006336,1,1,30,6,1,2,10,0,1,0,14,13,14,7,2,3,2,1,0.5,20.0,164500.0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,b013751,8,0,30,6,0,0,1,6,1,0,15,15,8,1,0,1,1,1,0.5,35.0,139500.0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0
3913,b007407,2,0,40,5,1,1,6,3,1,2,15,14,8,5,3,3,4,1,0.5,45.0,462300.0,0.0,0,0,1,0,0,1,0,1,0,0,3,0,2,0,3,0,0,0,0,2,1,0,1,0,0,2
3914,b006464,15,0,40,6,0,0,2,4,2,1,0,14,15,2,8,4,0,1,0.5,40.0,18500.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0
3915,b018622,2,0,20,6,0,3,11,0,2,1,13,13,1,5,8,1,1,1,0.5,25.0,37800.0,0.0,0,1,1,0,0,1,0,0,0,0,3,0,3,0,0,3,3,0,3,0,3,0,3,0,0,3
3916,b003945,1,0,60,3,2,0,3,2,2,3,15,0,14,7,2,4,0,2,0.5,60.0,98900.0,0.0,1,1,0,1,0,0,0,0,0,0,0,3,1,0,0,3,3,0,3,0,3,0,2,0,0,0
3917,b005261,14,1,40,5,1,3,2,5,1,1,8,15,1,3,0,6,3,2,0.4,21.666666666666668,433450.0,0.0,1,0,1,0,0,0,1,0,0,0,3,0,0,1,1,0,0,2,0,2,0,2,2,0,0,2
3918,b002963,2,0,30,5,0,0,3,4,1,0,13,15,15,5,3,1,1,2,0.5,35.0,48000.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3919,b001275,0,1,40,6,0,2,1,2,2,4,1,15,8,8,8,4,0,3,0.5,40.0,311250.0,0.0,1,1,0,1,0,0,0,0,0,0,2,0,3,0,0,2,0,0,2,0,2,0,0,1,0,3
3920,b004803,6,1,20,5,0,2,1,3,2,1,15,14,13,10,5,4,0,2,0.5,20.0,58350.0,0.0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,2,1,0,0,2,2,0
3921,b004632,3,1,40,5,1,3,1,2,1,0,8,3,7,11,0,6,3,2,0.7,21.666666666666668,300000.0,0.0,0,1,1,0,0,0,0,0,1,0,3,0,3,0,3,0,1,0,0,3,0,1,3,0,0,3
3922,b003047,0,1,20,8,0,0,2,2,2,2,1,15,8,8,0,1,1,2,0.3,35.0,287761.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,2,0,1,0,2,0,0,1
3923,b018742,14,1,20,6,0,4,11,0,2,3,1,15,0,3,5,1,1,1,0.5,25.0,35350.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
3924,b001208,1,0,30,8,1,1,1,2,1,1,12,12,8,7,3,3,2,2,0.5,35.0,156000.0,0.0,0,1,1,0,0,0,0,1,0,0,3,0,3,0,0,0,0,2,2,0,2,0,0,0,0,0
3925,b000458,8,0,20,6,0,0,1,2,1,0,15,13,11,1,0,4,0,3,0.1,20.0,171400.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,2,0,1,0
3926,b003318,15,1,20,6,1,0,1,2,1,1,14,13,14,2,3,4,0,2,0.2,20.0,270020.0,0.0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2
3927,b006290,1,0,20,6,0,3,3,3,2,2,1,14,7,7,2,1,1,1,0.1,25.0,280200.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,2,0,0,1,1,0,2,0
3928,b005454,0,0,20,4,0,3,11,0,2,0,1,1,15,8,8,4,0,2,0.5,20.0,84300.0,0.0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,0,0,2,0,3,0,2
3929,b000256,0,0,30,6,1,2,4,5,1,2,15,8,7,8,0,6,2,3,0.5,5.0,503000.0,0.0,0,1,1,0,0,0,1,0,0,0,2,0,2,0,3,0,2,0,0,0,1,0,1,0,0,2
3930,b001155,0,1,30,6,0,1,2,3,2,9,8,15,13,8,0,1,1,2,0.5,30.0,208000.0,0.0,1,1,1,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0
3931,b015480,0,1,30,6,0,0,3,3,2,2,15,15,8,8,0,1,1,3,0.9,25.0,720400.0,1.0,0,1,1,1,0,0,0,0,0,0,1,0,3,0,0,1,2,0,2,0,0,2,0,3,1,0
3932,b011611,1,1,30,6,1,3,1,2,1,0,15,13,14,7,3,4,0,1,0.5,30.0,25000.0,0.0,0,0,0,1,0,1,0,1,0,0,2,0,2,0,0,0,0,1,1,0,1,0,1,0,0,2
3933,b004609,0,1,40,5,1,3,3,1,1,1,15,7,7,8,0,2,5,2,0.8,5.0,1020900.0,1.0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,3,0,2,0,2,0,0,0,3,0,0,2
3934,b005214,14,1,20,7,0,3,11,2,1,2,2,0,11,3,5,5,3,1,0.5,25.0,230300.0,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,0,2,0,2,0,1
3935,b006383,15,1,30,6,1,3,2,3,1,0,15,8,12,10,2,6,3,1,0.5,20.0,67500.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,0,2,0,2,0,3,0,2
3936,b005483,15,0,20,6,0,2,2,3,2,2,14,1,0,2,2,4,2,1,0.5,35.0,24900.0,0.0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,3,0,2,0,2,0,0,2,3,0,2,0
3937,b000430,0,0,20,4,0,0,13,2,1,0,1,15,4,8,8,4,0,2,0.3,20.0,287000.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,3,0,2,0,2,0,1,0,0,1,0,1
3938,b007045,2,1,60,4,1,2,10,0,1,0,8,1,11,5,3,3,2,1,0.5,50.0,39000.0,0.0,1,1,0,0,0,0,1,0,0,0,3,0,3,0,3,0,3,0,3,0,0,3,0,3,3,0
3939,b007255,2,1,40,6,0,0,3,2,2,1,1,10,14,5,3,4,0,1,0.5,40.0,35000.0,0.0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,0,3,0,2,0,3,0,2,0,2,0
3940,b005859,8,0,50,7,1,1,1,3,2,4,12,8,7,1,8,1,1,2,0.5,55.0,87862.0,0.0,1,1,1,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,3,0,3,0,0,3,0,1
3941,b005116,8,1,20,6,0,0,11,1,1,0,8,11,8,1,0,1,1,2,0.5,20.0,440340.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,2,0,0,3,1,0,1,0,0,2,0,2,0,2
3942,b000419,0,1,40,6,1,3,3,2,2,3,8,8,15,8,0,3,3,2,0.5,30.0,174000.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,3,0,2,0,0,1,0,3
3943,b014025,8,1,20,6,0,3,0,5,1,1,6,8,0,1,11,1,1,2,0.5,25.0,93100.0,0.0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,2,0,2,0,2,2,0
3944,b008474,2,1,30,6,1,1,1,3,1,0,8,13,11,5,3,0,1,2,0.5,30.0,52300.0,0.0,1,0,0,0,0,1,1,0,0,0,2,0,2,0,3,0,0,1,0,1,0,0,2,0,1,0
3945,b009433,2,0,20,5,0,2,11,0,1,3,2,13,13,5,2,4,0,1,0.5,20.0,55790.0,0.0,0,1,0,1,0,0,1,0,0,0,2,0,0,3,3,0,0,3,3,0,3,0,0,3,0,3
3946,b018631,8,1,20,6,0,4,2,2,1,2,15,0,7,1,0,4,0,1,0.5,20.0,134540.0,0.0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1
3947,b010820,6,1,60,3,1,2,10,0,2,4,15,8,13,10,3,1,1,2,0.1,60.0,199243.0,0.0,1,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,1,0,2,0,1,0,0
3948,b018458,0,0,50,6,1,3,0,7,2,9,15,8,7,8,3,4,0,1,0.5,50.0,119500.0,0.0,0,1,0,1,0,0,1,0,0,0,1,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0
3949,b004907,11,1,50,5,1,3,1,2,1,1,0,8,15,15,3,1,1,2,0.3,55.0,247400.0,0.0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,2,0,2,0,0,2,0,3
3950,b011136,1,1,40,4,1,3,10,0,2,2,15,9,12,7,2,6,2,1,0.5,15.0,66500.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,0,2,2,0,0,0
3951,b001376,0,0,40,6,1,3,2,5,2,3,8,7,15,8,0,6,3,3,0.5,18.333333333333332,412100.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1
3952,b009302,0,0,20,6,0,0,1,4,2,3,15,8,1,8,0,1,1,2,0.6,25.0,464430.0,0.0,1,1,1,0,0,0,0,0,0,0,3,0,3,0,1,0,3,0,3,0,0,1,3,0,1,0
3953,b009434,2,1,20,6,0,2,2,3,1,0,13,1,13,5,0,1,1,2,0.6,35.0,494263.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,2,0,0,2
3954,b011584,8,0,30,6,0,2,2,4,1,2,8,14,7,1,0,1,1,1,0.5,35.0,64000.0,0.0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,3,0,0,1,0,0,3,0,0,3
3955,b002948,0,0,40,6,1,3,1,7,1,0,8,8,8,8,0,3,3,2,0.6,15.0,263200.0,0.0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,2,0,1
3956,b008434,0,1,20,6,0,0,11,2,2,3,1,0,0,8,5,1,1,2,0.4,35.0,386921.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
3957,b001125,10,0,50,6,1,2,3,9,1,0,9,10,1,16,3,1,1,3,0.6,55.0,390880.0,0.0,0,1,1,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,2,0,0,0,2,0,0,2
3958,b006186,2,1,20,6,0,0,11,1,1,0,0,15,2,5,3,4,0,1,0.5,20.0,116800.0,0.0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,2,0,2,0,3,0,3
3959,b011821,3,0,20,5,0,0,1,4,0,0,8,8,3,11,0,1,1,2,0.5,25.0,131100.0,0.0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,2,3,0,0,1
3960,b008321,0,0,30,7,0,0,2,3,2,1,15,15,1,8,8,4,0,2,0.2,30.0,246820.0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,3,0
3961,b011242,0,0,30,6,0,3,0,4,2,5,1,15,8,8,8,0,1,1,0.5,55.0,168200.0,0.0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,2,0,2,0,2,0,1,0,0,2,0,1
3962,b002154,5,1,30,8,1,0,13,3,2,2,15,15,0,6,5,5,4,2,0.6,45.0,443000.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,1,1,0,0,2,1,0
3963,b000727,6,1,30,6,0,0,2,4,2,3,1,14,14,10,8,4,1,3,0.0,35.0,690100.0,1.0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,3,0,3,0,0,0,0,2,0,2,1,0
3964,b001027,2,1,30,7,1,3,1,4,1,3,13,10,11,5,0,6,3,7,0.9,25.0,1345980.0,1.0,0,0,1,0,0,0,1,1,0,0,2,0,3,0,2,0,0,3,0,2,0,0,1,0,0,1
3965,b006610,2,0,20,5,0,1,8,3,2,3,13,14,1,5,2,1,1,1,0.5,35.0,11000.0,0.0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,2,1,0,0,2
3966,b001566,2,1,20,6,0,3,2,2,0,0,13,1,1,5,3,1,1,3,0.6,35.0,431000.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
3967,b011750,0,1,40,5,1,4,4,2,1,0,14,15,12,8,0,3,3,2,0.2,65.0,309800.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3968,b003513,8,1,50,5,1,3,0,5,1,0,15,7,8,8,0,0,1,2,0.5,55.0,296100.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,1,0,2
3969,b003956,2,1,30,6,0,0,2,2,1,0,1,8,15,5,11,1,1,2,0.5,30.0,122900.0,0.0,1,1,1,0,0,0,0,0,0,0,0,3,3,0,3,0,0,1,3,0,0,3,0,2,1,0
3970,b006988,0,1,30,6,0,0,1,4,2,2,8,15,12,8,0,1,1,1,0.5,45.0,199050.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,1,0,0,2,0,2,2,0
3971,b006126,10,0,30,7,0,0,2,4,2,5,15,8,12,16,0,1,1,2,0.7,35.0,331924.0,0.0,1,0,1,0,0,0,1,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,1
3972,b003666,1,0,50,7,0,0,0,2,2,4,15,15,0,7,5,4,0,2,0.0,50.0,87810.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0
3973,b000998,8,0,20,6,0,2,1,3,2,3,1,0,8,1,8,3,3,2,0.5,25.0,779200.0,1.0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,2,0,0,1
3974,b010850,15,1,40,5,0,1,3,0,2,7,14,14,1,2,2,4,0,2,0.2,40.0,189950.0,0.0,1,1,0,1,0,0,0,0,0,0,3,0,1,0,0,1,1,0,3,0,3,0,0,2,1,0
