TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
b_b004953,죽도시장,경북,포항시,4.0,2.0,2.0,3.0,60.0,0,b004953,1,여,30,4,4,3,3,5,6,6,2,4,3,2,3
b_b006305,보문정,경북,경주시,1.0,2.0,2.0,1.0,30.0,0,b006305,3,남,40,6,1,6,1,4,4,6,2,6,1,1,1
b_b006305,월정교,경북,경주시,2.0,4.0,4.0,5.0,30.0,1,b006305,3,남,40,6,1,6,1,4,4,6,2,6,1,1,1
b_b006305,첨성대,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b006305,3,남,40,6,1,6,1,4,4,6,2,6,1,1,1
b_b011846,해인사,경남,합천군,2.0,5.0,5.0,5.0,90.0,0,b011846,22,여,30,4,1,4,4,4,1,4,3,5,2,2,1
b_b005082,해운대전통시장,부산,해운대구,4.0,5.0,5.0,5.0,30.0,0,b005082,2,여,30,5,5,3,6,4,5,3,3,3,1,2,2
b_b005082,자갈치시장,부산,중구,4.0,5.0,5.0,5.0,30.0,1,b005082,2,여,30,5,5,3,6,4,5,3,3,3,1,2,2
b_b005082,해운대해수욕장,부산,해운대구,1.0,5.0,5.0,5.0,30.0,1,b005082,2,여,30,5,5,3,6,4,5,3,3,3,1,2,2
b_b006481,강문해변,강원,강릉시,1.0,5.0,5.0,5.0,30.0,0,b006481,9,여,30,4,2,2,1,3,6,4,6,5,1,1,0
b_b006481,강릉월화거리,강원,강릉시,7.0,3.0,3.0,3.0,30.0,0,b006481,9,여,30,4,2,2,1,3,6,4,6,5,1,1,0
b_b006481,강릉중앙시장,강원,강릉시,4.0,4.0,3.0,4.0,30.0,0,b006481,9,여,30,4,2,2,1,3,6,4,6,5,1,1,0
b_b004361,동궁과월지,경북,경주시,2.0,4.0,5.0,5.0,60.0,1,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,보문호,경북,경주시,7.0,4.0,4.0,4.0,90.0,0,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,불국사,경북,경주시,2.0,4.0,4.0,4.0,90.0,1,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,월정교,경북,경주시,2.0,4.0,4.0,4.0,60.0,0,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,첨성대,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,교촌마을,경북,경주시,7.0,3.0,3.0,3.0,60.0,0,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,보문정,경북,경주시,1.0,4.0,4.0,4.0,60.0,0,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b004361,보문호,경북,경주시,7.0,4.0,4.0,4.0,30.0,0,b004361,3,여,30,2,4,3,3,1,4,5,5,5,1,1,1
b_b015567,남이섬,강원,춘천시,1.0,5.0,5.0,5.0,30.0,0,b015567,22,남,20,2,2,2,4,1,1,4,7,6,2,3,1
b_b015567,남이섬,강원,춘천시,1.0,5.0,5.0,5.0,60.0,0,b015567,22,남,20,2,2,2,4,1,1,4,7,6,2,3,1
b_b015567,남이섬,강원,춘천시,1.0,4.0,4.0,4.0,30.0,0,b015567,22,남,20,2,2,2,4,1,1,4,7,6,2,3,1
b_b015567,남문,강원,춘천시,1.0,5.0,5.0,5.0,60.0,0,b015567,22,남,20,2,2,2,4,1,1,4,7,6,2,3,1
b_b011737,대왕암공원,울산,동구,1.0,5.0,5.0,5.0,90.0,0,b011737,21,여,40,5,4,3,2,5,4,3,2,6,6,5,2
b_b003748,태화강국가정원 십리대숲,울산,중구,1.0,5.0,5.0,5.0,60.0,0,b003748,2,여,50,3,1,1,1,1,1,1,6,4,2,2,2
b_b003748,장생포고래문화마을,울산,남구,7.0,5.0,5.0,5.0,30.0,0,b003748,2,여,50,3,1,1,1,1,1,1,6,4,2,2,2
b_b003748,간절곶,울산,울주군,1.0,5.0,5.0,5.0,30.0,0,b003748,2,여,50,3,1,1,1,1,1,1,6,4,2,2,2
b_b006780,경상남도수목원,경남,진주시,1.0,3.0,2.0,3.0,90.0,0,b006780,9,여,30,4,3,3,2,4,6,3,1,7,1,2,0
b_b006780,진주남강유등축제,경남,진주시,8.0,4.0,3.0,3.0,180.0,0,b006780,9,여,30,4,3,3,2,4,6,3,1,7,1,2,0
b_b009932,첨성대,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b009932,3,여,20,4,2,1,4,2,6,5,2,6,2,1,1
b_b004239,거진항수산물판매장,강원,고성군,4.0,5.0,5.0,5.0,60.0,0,b004239,26,여,30,7,2,4,2,2,2,3,3,2,3,5,1
b_b004239,화암사,강원,고성군,2.0,5.0,5.0,5.0,270.0,0,b004239,26,여,30,7,2,4,2,2,2,3,3,2,3,5,1
b_b005784,장생포고래박물관,울산,남구,2.0,5.0,5.0,5.0,90.0,0,b005784,6,여,20,1,3,2,2,3,3,4,3,6,3,4,1
b_b005784,명선도,울산,울주군,1.0,4.0,4.0,4.0,30.0,0,b005784,6,여,20,1,3,2,2,3,3,4,3,6,3,4,1
b_b005784,대왕암공원,울산,동구,1.0,5.0,5.0,5.0,60.0,0,b005784,6,여,20,1,3,2,2,3,3,4,3,6,3,4,1
b_b003860,오죽헌,강원,강릉시,2.0,5.0,5.0,5.0,60.0,1,b003860,3,남,30,10,1,3,2,2,3,2,4,5,3,1,1
b_b003860,정동진해변,강원,강릉시,1.0,5.0,4.0,5.0,60.0,1,b003860,3,남,30,10,1,3,2,2,3,2,4,5,3,1,1
b_b003860,안목해변,강원,강릉시,1.0,4.0,4.0,4.0,30.0,1,b003860,3,남,30,10,1,3,2,2,3,2,4,5,3,1,1
b_b003860,강릉중앙시장,강원,강릉시,4.0,4.0,5.0,4.0,30.0,1,b003860,3,남,30,10,1,3,2,2,3,2,4,5,3,1,1
b_b007636,레고랜드코리아리조트,강원,춘천시,6.0,5.0,5.0,5.0,450.0,0,b007636,2,남,30,7,2,1,2,1,3,4,2,1,3,1,2
b_b011617,해리단길,부산,해운대구,4.0,3.0,3.0,3.0,60.0,0,b011617,4,남,40,10,4,2,2,2,6,5,6,6,2,4,1
b_b011617,신세계백화점 센텀시티점,부산,해운대구,4.0,4.0,4.0,4.0,120.0,1,b011617,4,남,40,10,4,2,2,2,6,5,6,6,2,4,1
b_b007664,경주월드,경북,경주시,6.0,5.0,4.0,4.0,600.0,0,b007664,2,여,20,1,7,1,5,2,6,5,5,3,1,2,0
b_b005062,와이키키서프,강원,양양군,5.0,4.0,5.0,4.0,360.0,0,b005062,5,여,20,3,1,2,1,7,6,6,6,7,7,1,3
b_b001604,경주엑스포대공원,경북,경주시,6.0,5.0,5.0,5.0,150.0,1,b001604,6,여,40,6,4,4,1,1,4,6,4,3,2,1,1
b_b000037,경주월드,경북,경주시,6.0,5.0,4.0,5.0,300.0,0,b000037,2,남,20,1,3,3,2,3,4,3,2,5,3,7,12
b_b000037,삼계리계곡,경북,청도군,1.0,5.0,4.0,4.0,300.0,0,b000037,2,남,20,1,3,3,2,3,4,3,2,5,3,7,12
b_b007544,롯데월드 어드벤처 부산,부산,기장군,6.0,4.0,2.0,3.0,630.0,1,b007544,2,여,50,1,6,2,2,6,6,2,6,6,5,1,0
b_b008584,해운대해수욕장,부산,해운대구,1.0,4.0,3.0,3.0,30.0,0,b008584,22,남,20,3,3,3,1,6,7,1,7,7,1,2,5
b_b008584,태종대유원지,부산,영도구,2.0,4.0,4.0,4.0,90.0,0,b008584,22,남,20,3,3,3,1,6,7,1,7,7,1,2,5
b_b008584,흰여울문화마을,부산,영도구,7.0,5.0,5.0,5.0,60.0,0,b008584,22,남,20,3,3,3,1,6,7,1,7,7,1,2,5
b_b000194,해운대해수욕장,부산,해운대구,1.0,5.0,5.0,5.0,120.0,1,b000194,23,남,40,6,2,2,3,2,2,3,3,3,2,2,3
b_b000194,해동용궁사,부산,기장군,2.0,3.0,4.0,4.0,60.0,1,b000194,23,남,40,6,2,2,3,2,2,3,3,3,2,2,3
b_b000194,롯데월드 어드벤처 부산,부산,기장군,6.0,4.0,3.0,4.0,300.0,0,b000194,23,남,40,6,2,2,3,2,2,3,3,3,2,2,3
b_b005975,뮤지엄산,강원,원주시,3.0,4.0,3.0,5.0,180.0,1,b005975,21,여,30,4,2,4,2,3,5,6,3,6,9,4,3
b_b005975,휴휴암,강원,양양군,2.0,4.0,2.0,3.0,30.0,0,b005975,21,여,30,4,2,4,2,3,5,6,3,6,9,4,3
b_b005975,죽도암,강원,양양군,1.0,5.0,5.0,5.0,30.0,0,b005975,21,여,30,4,2,4,2,3,5,6,3,6,9,4,3
b_b005975,하조대전망대,강원,양양군,1.0,5.0,5.0,5.0,60.0,1,b005975,21,여,30,4,2,4,2,3,5,6,3,6,9,4,3
b_b005975,서피비치,강원,양양군,5.0,4.0,2.0,3.0,30.0,1,b005975,21,여,30,4,2,4,2,3,5,6,3,6,9,4,3
b_b007785,남이섬,강원,춘천시,1.0,5.0,5.0,5.0,150.0,1,b007785,23,여,40,1,2,2,6,2,2,6,6,5,1,1,3
b_b006336,경남 마산로봇랜드,경남,창원시,6.0,5.0,4.0,4.0,270.0,1,b006336,2,여,30,1,4,4,4,4,4,4,4,4,1,1,2
b_b011174,신세계백화점 대구점,대구,동구,4.0,5.0,5.0,5.0,30.0,1,b011174,1,여,20,4,2,4,1,3,5,2,7,7,1,2,3
b_b000109,월정교,경북,경주시,2.0,5.0,5.0,5.0,30.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,동궁과월지,경북,경주시,2.0,5.0,5.0,5.0,30.0,1,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,문경새재오픈세트장,경북,문경시,2.0,5.0,5.0,5.0,30.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,불국사,경북,경주시,2.0,5.0,5.0,5.0,60.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,석굴암,경북,경주시,2.0,5.0,3.0,4.0,60.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,경주엑스포대공원,경북,경주시,6.0,5.0,5.0,5.0,180.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,황리단길,경북,경주시,4.0,5.0,5.0,5.0,60.0,1,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,문경새재도립공원,경북,문경시,1.0,5.0,5.0,5.0,60.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,분황사,경북,경주시,2.0,3.0,1.0,2.0,30.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,대릉원,경북,경주시,1.0,5.0,5.0,5.0,90.0,1,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b000109,국립경주박물관,경북,경주시,2.0,5.0,3.0,5.0,90.0,0,b000109,3,남,20,1,4,1,2,1,3,4,5,3,3,1,3
b_b009457,연오랑세오녀테마공원,경북,포항시,6.0,3.0,3.0,3.0,30.0,0,b009457,12,남,40,3,1,4,1,2,2,2,1,7,6,4,3
b_b009457,구룡포일본인가옥거리,경북,포항시,4.0,4.0,4.0,4.0,30.0,0,b009457,12,남,40,3,1,4,1,2,2,2,1,7,6,4,3
b_b015631,황강신소양체육공원,경남,합천군,5.0,5.0,5.0,5.0,30.0,0,b015631,12,여,30,4,4,1,1,5,6,3,1,7,5,2,1
b_b015631,합천영상테마파크,경남,합천군,6.0,5.0,4.0,4.0,270.0,0,b015631,12,여,30,4,4,1,1,5,6,3,1,7,5,2,1
b_b003825,김광석다시그리기길,대구,중구,4.0,4.0,3.0,3.0,30.0,0,b003825,22,남,30,5,1,1,2,4,5,5,3,5,1,2,1
b_b002533,환호공원 스페이스워크,경북,포항시,6.0,4.0,4.0,5.0,30.0,0,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b002533,황리단길,경북,경주시,4.0,4.0,4.0,4.0,30.0,1,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b002533,대릉원,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b002533,구룡포일본인가옥거리,경북,포항시,4.0,5.0,5.0,5.0,30.0,0,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b002533,죽도시장,경북,포항시,4.0,4.0,4.0,4.0,30.0,0,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b002533,월정교,경북,경주시,2.0,5.0,5.0,5.0,30.0,1,b002533,23,여,20,5,3,2,2,2,3,2,2,6,2,2,1
b_b004624,속초관광수산시장,강원,속초시,4.0,5.0,5.0,5.0,30.0,0,b004624,24,여,20,4,3,2,1,6,5,3,2,3,3,1,1
b_b004624,설악케이블카,강원,속초시,6.0,5.0,3.0,5.0,120.0,0,b004624,24,여,20,4,3,2,1,6,5,3,2,3,3,1,1
b_b004624,속초아이,강원,속초시,6.0,4.0,4.0,4.0,30.0,0,b004624,24,여,20,4,3,2,1,6,5,3,2,3,3,1,1
b_b004624,갯배st 속초청년몰,강원,속초시,4.0,2.0,2.0,2.0,30.0,0,b004624,24,여,20,4,3,2,1,6,5,3,2,3,3,1,1
b_b006126,강문해변,강원,강릉시,1.0,5.0,5.0,5.0,30.0,1,b006126,1,남,30,5,1,1,4,1,4,4,1,5,1,6,1
b_b006126,망상해변,강원,동해시,1.0,5.0,5.0,5.0,30.0,0,b006126,1,남,30,5,1,1,4,1,4,4,1,5,1,6,1
b_b005920,광안리해수욕장,부산,수영구,1.0,5.0,5.0,5.0,90.0,1,b005920,4,남,20,5,7,1,1,1,1,7,1,1,4,4,0
b_b005920,해운대해수욕장,부산,해운대구,1.0,5.0,5.0,5.0,30.0,1,b005920,4,남,20,5,7,1,1,1,1,7,1,1,4,4,0
b_b005920,광안리해수욕장,부산,수영구,1.0,5.0,5.0,5.0,60.0,1,b005920,4,남,20,5,7,1,1,1,1,7,1,1,4,4,0
b_b011043,뮤지엄산,강원,원주시,3.0,2.0,2.0,3.0,150.0,0,b011043,6,여,40,6,1,1,1,1,4,4,1,7,7,1,2
b_b000802,워터하우스,부산,기장군,6.0,5.0,5.0,5.0,150.0,1,b000802,22,남,30,4,7,1,1,1,1,1,1,7,9,1,2
b_b013679,포항해상스카이워크,경북,포항시,6.0,4.0,4.0,5.0,30.0,0,b013679,1,여,60,6,1,3,1,1,5,1,2,6,6,2,1
b_b013679,죽도시장,경북,포항시,4.0,5.0,5.0,5.0,60.0,1,b013679,1,여,60,6,1,3,1,1,5,1,2,6,6,2,1
b_b015237,롯데프리미엄아울렛 동부산점,부산,기장군,4.0,5.0,5.0,5.0,120.0,1,b015237,1,여,30,3,5,4,5,2,2,5,7,3,3,1,1
b_b011435,진주남강유등축제,경남,진주시,8.0,5.0,4.0,5.0,90.0,1,b011435,9,여,20,4,4,5,1,2,4,6,2,7,8,1,2
b_b011435,진주성,경남,진주시,2.0,5.0,5.0,5.0,30.0,1,b011435,9,여,20,4,4,5,1,2,4,6,2,7,8,1,2
b_b009302,영금정,강원,속초시,1.0,4.0,3.0,3.0,30.0,0,b009302,23,남,20,5,1,1,3,1,1,5,1,3,3,4,1
b_b011002,공지천조각공원,강원,춘천시,1.0,4.0,3.0,3.0,60.0,0,b011002,21,여,30,4,3,3,3,3,5,4,3,5,4,4,0
b_b011002,KT&G상상마당 춘천,강원,춘천시,3.0,4.0,4.0,4.0,30.0,0,b011002,21,여,30,4,3,3,3,3,5,4,3,5,4,4,0
b_b011002,에티오피아 한국전참전기념관,강원,춘천시,2.0,4.0,3.0,4.0,60.0,0,b011002,21,여,30,4,3,3,3,3,5,4,3,5,4,4,0
b_b011002,춘천삼악산호수케이블카,강원,춘천시,6.0,4.0,4.0,4.0,90.0,0,b011002,21,여,30,4,3,3,3,3,5,4,3,5,4,4,0
b_b008228,월정교,경북,경주시,2.0,5.0,5.0,5.0,30.0,0,b008228,3,여,20,4,4,1,3,3,5,4,2,7,7,1,2
b_b008228,황리단길,경북,경주시,4.0,5.0,5.0,5.0,30.0,0,b008228,3,여,20,4,4,1,3,3,5,4,2,7,7,1,2
b_b008228,불국사,경북,경주시,2.0,5.0,5.0,5.0,60.0,1,b008228,3,여,20,4,4,1,3,3,5,4,2,7,7,1,2
b_b008228,대릉원,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b008228,3,여,20,4,4,1,3,3,5,4,2,7,7,1,2
b_b002862,델피노 오션플레이,강원,고성군,6.0,5.0,5.0,5.0,180.0,0,b002862,2,여,30,7,5,2,5,1,4,6,2,4,3,6,7
b_b008256,경주월드,경북,경주시,6.0,1.0,4.0,5.0,420.0,1,b008256,2,남,20,4,1,1,1,7,4,7,1,7,1,3,0
b_b015736,휘닉스평창 블루캐니언,강원,평창군,6.0,4.0,3.0,3.0,180.0,0,b015736,1,여,40,1,4,5,5,4,5,5,4,5,2,4,5
b_b004420,국립수산과학관,부산,기장군,3.0,4.0,4.0,4.0,30.0,1,b004420,28,여,30,2,1,6,5,1,1,6,6,3,1,3,0
b_b015983,황리단길,경북,경주시,4.0,5.0,5.0,5.0,90.0,1,b015983,2,남,20,1,4,3,3,3,5,5,3,6,3,2,1
b_b002777,경포해수욕장,강원,강릉시,1.0,4.0,4.0,4.0,90.0,1,b002777,23,남,20,6,1,1,1,4,2,3,4,5,2,2,1
b_b002777,강릉월화거리,강원,강릉시,4.0,4.0,4.0,4.0,180.0,0,b002777,23,남,20,6,1,1,1,4,2,3,4,5,2,2,1
b_b002777,강릉대도호부 관아,강원,강릉시,2.0,3.0,3.0,3.0,60.0,0,b002777,23,남,20,6,1,1,1,4,2,3,4,5,2,2,1
b_b006935,춘천삼악산호수케이블카,강원,춘천시,6.0,5.0,4.0,5.0,120.0,0,b006935,6,여,60,6,3,4,4,2,4,4,3,6,1,1,2
b_b006935,양구백자박물관,강원,양구군,2.0,5.0,5.0,5.0,60.0,0,b006935,6,여,60,6,3,4,4,2,4,4,3,6,1,1,2
b_b011566,자수정동굴나라,울산,울주군,2.0,5.0,5.0,5.0,90.0,0,b011566,10,남,30,6,2,2,4,2,1,6,6,2,3,5,2
b_b006289,황산공원,경남,양산시,1.0,5.0,5.0,5.0,150.0,0,b006289,24,남,30,6,2,7,4,2,2,2,2,2,4,3,1
b_b009602,주왕산,경북,청송군,7.0,5.0,4.0,4.0,390.0,0,b009602,28,여,30,4,2,1,2,2,6,2,7,2,6,3,0
b_b011555,경포생태저류지,강원,강릉시,1.0,4.0,4.0,4.0,30.0,0,b011555,22,여,20,3,3,2,1,6,2,4,3,5,5,2,3
b_b011555,강릉중앙시장,강원,강릉시,4.0,5.0,5.0,5.0,30.0,1,b011555,22,여,20,3,3,2,1,6,2,4,3,5,5,2,3
c_c002219,영남루,경남,밀양시,2.0,5.0,4.0,3.0,30.0,0,c002219,3,여,30,8,5,5,3,4,3,5,3,5,2,2,1
b_b009520,울산시립미술관,울산,중구,3.0,3.0,2.0,3.0,60.0,1,b009520,2,여,20,3,2,1,1,2,3,6,2,2,1,1,1
b_b006157,강릉대도호부 관아,강원,강릉시,8.0,5.0,5.0,5.0,60.0,0,b006157,9,남,20,4,3,2,2,5,2,2,5,5,2,2,1
b_b006157,강릉중앙시장,강원,강릉시,4.0,5.0,5.0,5.0,60.0,0,b006157,9,남,20,4,3,2,2,5,2,2,5,5,2,2,1
b_b006157,임당동성당,강원,강릉시,2.0,5.0,5.0,5.0,90.0,0,b006157,9,남,20,4,3,2,2,5,2,2,5,5,2,2,1
b_b004918,설악케이블카,강원,속초시,6.0,4.0,3.0,3.0,150.0,0,b004918,3,여,20,4,3,2,2,6,6,2,7,2,2,2,1
b_b004918,속초관광수산시장,강원,속초시,4.0,4.0,3.0,3.0,90.0,0,b004918,3,여,20,4,3,2,2,6,6,2,7,2,2,2,1
b_b004918,영금정,강원,속초시,1.0,4.0,4.0,4.0,30.0,1,b004918,3,여,20,4,3,2,2,6,6,2,7,2,2,2,1
b_b005822,롯데프리미엄아울렛 동부산점,부산,기장군,4.0,3.0,3.0,3.0,60.0,1,b005822,1,여,20,4,4,2,2,2,4,5,5,6,3,4,1
b_b005822,신세계프리미엄아울렛 부산,부산,기장군,4.0,4.0,4.0,4.0,120.0,1,b005822,1,여,20,4,4,2,2,2,4,5,5,6,3,4,1
b_b005822,이케아 동부산점,부산,기장군,4.0,4.0,4.0,3.0,60.0,1,b005822,1,여,20,4,4,2,2,2,4,5,5,6,3,4,1
a_a011440,소금산그랜드밸리,강원,원주시,1.0,5.0,5.0,5.0,180.0,0,a011440,24,여,50,1,1,7,3,4,1,6,1,5,1,2,0
b_b001232,하동송림공원,경남,하동군,1.0,4.0,4.0,4.0,60.0,0,b001232,3,여,20,4,2,2,5,2,2,2,2,4,1,3,0
b_b001232,화개장터,경남,하동군,4.0,3.0,2.0,3.0,30.0,0,b001232,3,여,20,4,2,2,5,2,2,2,2,4,1,3,0
b_b001232,쌍계사,경남,하동군,2.0,4.0,4.0,4.0,60.0,0,b001232,3,여,20,4,2,2,5,2,2,2,2,4,1,3,0
a_a000193,경포해수욕장,강원,강릉시,1.0,4.0,4.0,4.0,60.0,0,a000193,2,여,20,3,2,6,2,6,2,6,6,2,2,2,1
a_a000193,경포해수욕장,강원,강릉시,1.0,4.0,4.0,4.0,30.0,0,a000193,2,여,20,3,2,6,2,6,2,6,6,2,2,2,1
a_a000193,경포호,강원,강릉시,1.0,4.0,5.0,4.0,60.0,0,a000193,2,여,20,3,2,6,2,6,2,6,6,2,2,2,1
b_b008164,속초해수욕장,강원,속초시,1.0,4.0,3.0,4.0,30.0,0,b008164,22,남,30,7,2,2,2,2,2,5,3,6,3,1,1
b_b001045,비발디파크 오션월드,강원,홍천군,6.0,5.0,4.0,4.0,210.0,0,b001045,2,여,30,4,2,2,2,2,4,4,6,2,2,2,1
b_b005402,정동진조각공원,강원,강릉시,7.0,5.0,5.0,5.0,90.0,0,b005402,22,여,20,4,1,1,2,1,1,6,5,6,2,5,3
b_b010124,속초아이,강원,속초시,6.0,5.0,5.0,5.0,60.0,0,b010124,2,남,30,5,2,2,2,2,2,2,1,4,1,1,1
b_b010124,속초해수욕장,강원,속초시,1.0,5.0,5.0,5.0,30.0,1,b010124,2,남,30,5,2,2,2,2,2,2,1,4,1,1,1
b_b018608,청도읍성,경북,청도군,2.0,5.0,5.0,5.0,60.0,1,b018608,21,여,40,3,1,7,7,1,4,7,4,6,2,4,1
b_b010889,해동용궁사,부산,기장군,2.0,5.0,5.0,5.0,60.0,0,b010889,6,여,50,4,5,3,4,5,4,5,3,5,3,1,1
b_b010889,광안리해수욕장,부산,수영구,1.0,5.0,5.0,5.0,30.0,1,b010889,6,여,50,4,5,3,4,5,4,5,3,5,3,1,1
b_b010889,해운대해수욕장,부산,해운대구,1.0,3.0,3.0,3.0,60.0,0,b010889,6,여,50,4,5,3,4,5,4,5,3,5,3,1,1
b_b001744,월포해수욕장,경북,포항시,1.0,5.0,5.0,5.0,120.0,1,b001744,7,남,20,3,1,1,1,2,2,2,2,5,3,2,7
b_b001744,죽도시장,경북,포항시,4.0,5.0,5.0,5.0,60.0,1,b001744,7,남,20,3,1,1,1,2,2,2,2,5,3,2,7
b_b014349,첨성대,경북,경주시,2.0,4.0,4.0,4.0,60.0,1,b014349,22,여,20,4,2,2,2,4,5,4,6,6,1,1,1
b_b014349,월정교,경북,경주시,2.0,4.0,3.0,4.0,30.0,1,b014349,22,여,20,4,2,2,2,4,5,4,6,6,1,1,1
b_b015290,남이섬,강원,춘천시,1.0,4.0,4.0,4.0,240.0,0,b015290,21,남,30,1,5,3,2,5,5,3,3,4,2,1,1
b_b006606,영월서부시장,강원,영월군,4.0,4.0,4.0,4.0,60.0,0,b006606,6,여,40,4,2,2,3,4,6,3,6,7,7,3,1
b_b006606,운탄고도,강원,정선군,8.0,5.0,5.0,5.0,360.0,0,b006606,6,여,40,4,2,2,3,4,6,3,6,7,7,3,1
b_b008079,광안리해수욕장,부산,수영구,1.0,5.0,5.0,5.0,150.0,1,b008079,9,여,20,4,6,4,2,7,7,5,6,7,3,2,1
b_b018751,스파크랜드,대구,중구,6.0,5.0,5.0,5.0,210.0,0,b018751,2,여,20,2,3,1,1,4,4,4,5,7,2,1,1
b_b011250,부평깡통시장,부산,중구,4.0,3.0,3.0,3.0,90.0,0,b011250,3,남,30,4,2,3,2,6,6,2,6,6,2,1,1
b_b011338,통도사,경남,양산시,2.0,5.0,5.0,5.0,120.0,1,b011338,1,남,50,4,2,6,5,2,2,6,6,6,8,1,1
b_b006008,2022영주세계풍기인삼엑스포,경북,영주시,6.0,4.0,4.0,4.0,60.0,0,b006008,1,남,30,12,3,3,5,3,4,5,2,6,1,1,3
b_b008020,황리단길,경북,경주시,4.0,5.0,5.0,5.0,150.0,0,b008020,1,남,30,4,2,2,3,2,2,6,5,6,1,4,1
b_b008020,첨성대,경북,경주시,2.0,5.0,5.0,5.0,120.0,0,b008020,1,남,30,4,2,2,3,2,2,6,5,6,1,4,1
b_b008020,월정교,경북,경주시,2.0,4.0,4.0,4.0,90.0,0,b008020,1,남,30,4,2,2,3,2,2,6,5,6,1,4,1
b_b008020,대릉원,경북,경주시,2.0,4.0,3.0,3.0,60.0,0,b008020,1,남,30,4,2,2,3,2,2,6,5,6,1,4,1
b_b007729,국립경주박물관,경북,경주시,2.0,5.0,5.0,5.0,90.0,1,b007729,6,여,50,4,3,5,5,2,2,6,6,5,1,1,0
b_b007729,경주역사유적지구,경북,경주시,2.0,5.0,5.0,5.0,60.0,1,b007729,6,여,50,4,3,5,5,2,2,6,6,5,1,1,0
b_b006423,레고랜드코리아리조트,강원,춘천시,6.0,4.0,2.0,4.0,480.0,0,b006423,2,여,30,5,2,2,1,6,6,1,1,7,7,1,1
b_b006787,대구이월드,대구,달서구,6.0,3.0,3.0,4.0,360.0,0,b006787,2,여,20,2,3,1,1,3,6,4,1,7,1,3,1
b_b012553,황리단길,경북,경주시,4.0,5.0,4.0,5.0,60.0,0,b012553,3,여,20,2,3,3,2,5,5,5,3,3,1,1,1
b_b012553,대릉원,경북,경주시,2.0,4.0,3.0,3.0,30.0,1,b012553,3,여,20,2,3,3,2,5,5,5,3,3,1,1,1
b_b005041,해피초원목장,강원,춘천시,1.0,4.0,3.0,4.0,180.0,0,b005041,22,여,20,2,2,2,1,4,6,6,1,6,2,2,1
b_b007174,황산공원,경남,양산시,1.0,4.0,4.0,4.0,150.0,0,b007174,9,여,50,2,4,4,4,4,4,4,4,4,2,1,1
b_b007627,부산현대미술관,부산,사하구,3.0,3.0,3.0,3.0,180.0,0,b007627,6,여,30,5,3,3,3,3,3,2,5,2,7,1,3
b_b007930,설악케이블카,강원,속초시,6.0,4.0,4.0,4.0,60.0,1,b007930,28,남,60,5,2,3,4,4,5,4,3,5,2,2,4
b_b007930,설악산,강원,양양군,1.0,3.0,4.0,4.0,60.0,1,b007930,28,남,60,5,2,3,4,4,5,4,3,5,2,2,4
