TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
b_b012303,화암사,강원,고성군,2.0,3.0,4.0,4.0,60.0,0,b012303,28,여,20,4,5,2,2,6,4,2,6,3,1,4,0
b_b006851,라이언 홀리데이 인 부산,부산,해운대구,3.0,4.0,2.0,4.0,120.0,0,b006851,6,여,20,4,4,3,2,1,6,3,3,7,1,3,3
b_b006851,해운대해수욕장,부산,해운대구,1.0,5.0,5.0,5.0,30.0,0,b006851,6,여,20,4,4,3,2,1,6,3,3,7,1,3,3
b_b010304,청도읍성,경북,청도군,2.0,4.0,3.0,3.0,30.0,0,b010304,24,여,30,4,3,2,2,1,1,3,6,2,2,5,0
b_b014411,문경새재도립공원,경북,문경시,2.0,5.0,5.0,5.0,240.0,1,b014411,3,여,30,1,1,1,3,2,3,4,1,1,8,3,2
c_c002009,경주엑스포대공원,경북,경주시,6.0,4.0,3.0,4.0,60.0,0,c002009,25,남,30,4,4,1,1,4,7,7,7,7,7,6,1
b_b003377,인구해변,강원,양양군,1.0,5.0,5.0,5.0,60.0,0,b003377,22,여,20,4,4,2,2,4,2,2,1,7,5,3,4
b_b003377,서피비치,강원,양양군,5.0,5.0,5.0,5.0,30.0,0,b003377,22,여,20,4,4,2,2,4,2,2,1,7,5,3,4
b_b003377,낙산사,강원,양양군,2.0,5.0,5.0,5.0,60.0,0,b003377,22,여,20,4,4,2,2,4,2,2,1,7,5,3,4
b_b005376,안목해변,강원,강릉시,1.0,5.0,5.0,5.0,30.0,0,b005376,6,여,20,3,5,2,4,4,4,3,2,5,2,5,0
b_b006290,신세계백화점 김해점,경남,김해시,4.0,4.0,4.0,4.0,60.0,0,b006290,1,남,20,4,3,2,2,3,2,5,3,2,3,3,1
b_b007007,태화강국가정원,울산,중구,1.0,5.0,5.0,5.0,60.0,0,b007007,2,여,20,2,2,4,2,4,5,3,6,4,1,5,0
b_b007067,부평깡통시장,부산,중구,4.0,4.0,3.0,3.0,210.0,1,b007067,1,여,30,1,6,2,2,3,4,4,6,7,3,4,1
b_b007067,송도해수욕장,부산,서구,1.0,4.0,3.0,3.0,30.0,0,b007067,1,여,30,1,6,2,2,3,4,4,6,7,3,4,1
b_b007067,송도해상케이블카 송도베이스테이션,부산,서구,6.0,4.0,3.0,4.0,150.0,0,b007067,1,여,30,1,6,2,2,3,4,4,6,7,3,4,1
b_b007067,국제시장,부산,중구,4.0,3.0,3.0,3.0,60.0,0,b007067,1,여,30,1,6,2,2,3,4,4,6,7,3,4,1
b_b007067,흰여울문화마을,부산,영도구,7.0,4.0,3.0,3.0,120.0,0,b007067,1,여,30,1,6,2,2,3,4,4,6,7,3,4,1
b_b009991,첨성대,경북,경주시,2.0,4.0,3.0,4.0,30.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b009991,황리단길,경북,경주시,4.0,5.0,5.0,5.0,60.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b009991,대릉원,경북,경주시,2.0,4.0,2.0,4.0,90.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b009991,불국사,경북,경주시,2.0,4.0,4.0,4.0,90.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b009991,황리단길,경북,경주시,4.0,4.0,4.0,4.0,30.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b009991,월정교,경북,경주시,2.0,4.0,4.0,4.0,60.0,0,b009991,22,남,30,4,3,2,1,5,6,4,6,7,3,2,2
b_b003883,대왕암공원,울산,동구,1.0,5.0,5.0,5.0,120.0,1,b003883,25,여,20,5,4,4,1,7,4,7,1,7,1,1,1
b_b003883,태화강국가정원 십리대숲,울산,중구,7.0,5.0,4.0,5.0,60.0,0,b003883,25,여,20,5,4,4,1,7,4,7,1,7,1,1,1
b_b000905,해동용궁사,부산,기장군,2.0,4.0,4.0,5.0,60.0,1,b000905,1,남,50,5,5,3,1,4,2,1,5,4,1,1,3
b_b000905,이케아 동부산점,부산,기장군,4.0,3.0,3.0,3.0,120.0,0,b000905,1,남,50,5,5,3,1,4,2,1,5,4,1,1,3
b_b000905,해운대전통시장,부산,해운대구,4.0,4.0,3.0,4.0,180.0,0,b000905,1,남,50,5,5,3,1,4,2,1,5,4,1,1,3
b_b000905,절영해안산책로,부산,영도구,7.0,4.0,2.0,4.0,60.0,0,b000905,1,남,50,5,5,3,1,4,2,1,5,4,1,1,3
b_b000905,부평깡통시장,부산,중구,4.0,3.0,4.0,4.0,240.0,1,b000905,1,남,50,5,5,3,1,4,2,1,5,4,1,1,3
b_b008091,불국사,경북,경주시,2.0,4.0,5.0,5.0,90.0,1,b008091,3,남,30,12,2,6,4,5,6,4,3,4,3,2,11
b_b008091,동궁과월지,경북,경주시,2.0,4.0,4.0,4.0,30.0,1,b008091,3,남,30,12,2,6,4,5,6,4,3,4,3,2,11
b_b008091,첨성대,경북,경주시,2.0,5.0,5.0,5.0,30.0,1,b008091,3,남,30,12,2,6,4,5,6,4,3,4,3,2,11
b_b008091,대릉원,경북,경주시,2.0,5.0,4.0,5.0,30.0,1,b008091,3,남,30,12,2,6,4,5,6,4,3,4,3,2,11
b_b003886,동궁과월지,경북,경주시,2.0,4.0,4.0,4.0,60.0,0,b003886,28,여,20,4,3,3,2,2,4,3,6,5,3,1,1
b_b016241,정동심곡 바다부채길,강원,강릉시,7.0,5.0,5.0,5.0,60.0,0,b016241,22,여,30,5,1,1,2,1,1,1,7,7,1,30,1
b_b009711,광안리해수욕장,부산,수영구,1.0,4.0,5.0,5.0,210.0,0,b009711,5,남,30,4,7,1,7,3,3,6,7,1,3,2,1
b_b003852,삼척해변,강원,삼척시,1.0,4.0,4.0,5.0,30.0,0,b003852,5,남,20,4,1,1,1,4,4,4,6,4,3,3,1
b_b000918,초당순두부마을,강원,강릉시,7.0,4.0,4.0,4.0,30.0,0,b000918,5,남,30,6,3,1,4,3,3,4,2,4,2,2,1
b_b000918,주문진수산물 좌판풍물시장,강원,강릉시,4.0,3.0,3.0,2.0,90.0,0,b000918,5,남,30,6,3,1,4,3,3,4,2,4,2,2,1
b_b007325,강원도립화목원,강원,춘천시,1.0,4.0,4.0,5.0,90.0,0,b007325,2,여,30,4,2,3,1,3,4,3,2,6,2,2,0
b_b005726,강릉중앙시장,강원,강릉시,4.0,5.0,5.0,5.0,60.0,0,b005726,22,여,20,1,2,1,1,6,7,7,2,7,4,4,0
b_b005726,강문해변,강원,강릉시,1.0,5.0,5.0,5.0,30.0,1,b005726,22,여,20,1,2,1,1,6,7,7,2,7,4,4,0
b_b005726,송정해변,강원,강릉시,1.0,5.0,5.0,5.0,60.0,1,b005726,22,여,20,1,2,1,1,6,7,7,2,7,4,4,0
b_b011209,군파크 루지,경북,청도군,5.0,4.0,3.0,4.0,30.0,0,b011209,24,여,40,4,2,4,2,4,6,2,2,6,8,2,0
b_b011102,고석정꽃밭,강원,철원군,8.0,4.0,4.0,4.0,30.0,1,b011102,10,여,20,2,3,4,3,2,4,4,4,4,4,1,2
b_b012322,감악산,경남,거창군,1.0,3.0,4.0,4.0,60.0,0,b012322,22,여,20,3,3,4,2,2,6,5,2,6,3,5,2
b_b002395,소금산그랜드밸리,강원,원주시,7.0,3.0,3.0,3.0,180.0,0,b002395,24,남,40,6,4,2,2,2,3,5,2,2,7,2,1
b_b013710,롯데월드 어드벤처 부산,부산,기장군,6.0,5.0,4.0,4.0,300.0,0,b013710,1,여,20,4,3,2,4,5,6,6,6,3,3,5,1
b_b013710,신세계백화점 센텀시티점,부산,해운대구,4.0,4.0,4.0,4.0,150.0,1,b013710,1,여,20,4,3,2,4,5,6,6,6,3,3,5,1
b_b011572,부산시립미술관,부산,해운대구,3.0,5.0,4.0,3.0,60.0,1,b011572,1,여,20,1,3,2,2,1,4,4,3,4,1,4,0
b_b011572,광안리해수욕장,부산,수영구,1.0,5.0,5.0,5.0,30.0,1,b011572,1,여,20,1,3,2,2,1,4,4,3,4,1,4,0
b_b001663,대릉원,경북,경주시,2.0,5.0,5.0,5.0,30.0,1,b001663,22,여,30,4,3,1,2,4,2,2,6,2,3,4,4
b_b001663,황리단길,경북,경주시,4.0,4.0,5.0,5.0,30.0,1,b001663,22,여,30,4,3,1,2,4,2,2,6,2,3,4,4
b_b001663,홈플러스 경주점,경북,경주시,4.0,4.0,4.0,3.0,60.0,0,b001663,22,여,30,4,3,1,2,4,2,2,6,2,3,4,4
b_b000243,속초아이,강원,속초시,6.0,5.0,5.0,5.0,60.0,0,b000243,23,남,30,4,3,1,4,3,1,4,5,4,2,6,1
b_b000243,사천해변,강원,강릉시,1.0,3.0,3.0,3.0,30.0,1,b000243,23,남,30,4,3,1,4,3,1,4,5,4,2,6,1
b_b009864,대저생태공원,부산,강서구,1.0,4.0,4.0,4.0,90.0,1,b009864,6,여,30,2,4,2,2,2,6,6,2,6,1,2,4
b_b009864,자수정동굴나라,울산,울주군,1.0,5.0,5.0,5.0,120.0,0,b009864,6,여,30,2,4,2,2,2,6,6,2,6,1,2,4
b_b007529,인구해변,강원,양양군,1.0,2.0,1.0,2.0,30.0,0,b007529,13,여,30,4,2,2,2,6,2,4,6,4,2,1,0
b_b007529,죽도해변,강원,양양군,1.0,4.0,4.0,4.0,60.0,0,b007529,13,여,30,4,2,2,2,6,2,4,6,4,2,1,0
b_b007529,낙산해변,강원,양양군,1.0,4.0,4.0,4.0,30.0,0,b007529,13,여,30,4,2,2,2,6,2,4,6,4,2,1,0
b_b004370,강문해변,강원,강릉시,1.0,5.0,5.0,5.0,60.0,1,b004370,26,여,40,4,3,1,2,3,4,6,2,6,2,3,1
b_b008359,낙산사,강원,양양군,2.0,4.0,4.0,4.0,60.0,1,b008359,3,여,50,2,5,3,2,3,6,3,4,5,2,2,3
b_b008359,설악산국립공원,강원,인제군,1.0,4.0,4.0,4.0,210.0,1,b008359,3,여,50,2,5,3,2,3,6,3,4,5,2,2,3
b_b018625,월정교,경북,경주시,2.0,5.0,5.0,5.0,60.0,0,b018625,3,여,40,4,2,7,4,4,4,5,5,7,3,2,1
b_b018625,불국사,경북,경주시,2.0,5.0,5.0,5.0,90.0,0,b018625,3,여,40,4,2,7,4,4,4,5,5,7,3,2,1
b_b018625,천군복합문화공간,경북,경주시,3.0,5.0,5.0,5.0,60.0,0,b018625,3,여,40,4,2,7,4,4,4,5,5,7,3,2,1
b_b017827,강원도립화목원,강원,춘천시,1.0,4.0,4.0,4.0,150.0,0,b017827,2,여,50,1,2,5,4,4,6,4,3,2,2,1,1
b_b007857,삼척중앙시장,강원,삼척시,4.0,3.0,4.0,3.0,30.0,0,b007857,22,여,30,4,1,7,4,1,2,4,2,6,2,5,0
b_b007857,도째비골스카이밸리,강원,동해시,1.0,5.0,5.0,5.0,30.0,0,b007857,22,여,30,4,1,7,4,1,2,4,2,6,2,5,0
b_b004923,노동당사,강원,철원군,2.0,5.0,3.0,5.0,60.0,0,b004923,8,남,30,7,4,2,1,2,3,2,2,5,1,1,3
b_b013735,주왕산,경북,청송군,1.0,5.0,5.0,5.0,270.0,0,b013735,22,남,30,4,3,2,1,3,5,4,4,6,7,1,1
b_b003839,김광석다시그리기길,대구,중구,7.0,4.0,3.0,3.0,30.0,1,b003839,4,여,20,3,4,3,2,3,4,3,3,5,3,1,1
b_b003839,신세계백화점 대구점,대구,동구,4.0,4.0,4.0,4.0,30.0,0,b003839,4,여,20,3,4,3,2,3,4,3,3,5,3,1,1
b_b003839,현대백화점 대구점,대구,중구,4.0,3.0,3.0,3.0,30.0,0,b003839,4,여,20,3,4,3,2,3,4,3,3,5,3,1,1
b_b003839,청라언덕,대구,중구,2.0,3.0,2.0,3.0,30.0,1,b003839,4,여,20,3,4,3,2,3,4,3,3,5,3,1,1
b_b003839,서문시장,대구,중구,4.0,3.0,3.0,4.0,60.0,1,b003839,4,여,20,3,4,3,2,3,4,3,3,5,3,1,1
b_b005439,속초해수욕장,강원,속초시,1.0,3.0,3.0,3.0,30.0,1,b005439,24,남,30,6,3,2,2,4,4,4,5,2,1,4,0
b_b005439,외옹치 바다향기로,강원,속초시,1.0,4.0,4.0,4.0,60.0,0,b005439,24,남,30,6,3,2,2,4,4,4,5,2,1,4,0
b_b005439,아바이마을,강원,속초시,7.0,3.0,4.0,3.0,30.0,1,b005439,24,남,30,6,3,2,2,4,4,4,5,2,1,4,0
b_b001096,삼척해상케이블카 장호역,강원,삼척시,6.0,4.0,4.0,4.0,90.0,0,b001096,2,남,50,5,4,5,4,3,4,5,4,4,2,2,1
b_b006664,황산공원,경남,양산시,1.0,4.0,4.0,4.0,30.0,0,b006664,22,여,30,1,2,2,3,6,2,6,2,2,1,2,1
b_b008138,영금정,강원,속초시,1.0,3.0,3.0,3.0,30.0,0,b008138,1,남,30,5,3,1,1,2,1,5,3,5,3,3,1
b_b013792,수성못,대구,수성구,1.0,4.0,4.0,4.0,90.0,1,b013792,11,여,20,1,2,2,4,4,6,7,1,6,6,5,0
b_b014149,롯데월드 어드벤처 부산,부산,기장군,6.0,5.0,5.0,5.0,210.0,0,b014149,2,여,20,1,7,1,1,1,7,7,1,7,3,1,1
b_b001995,동궁과월지,경북,경주시,2.0,1.0,5.0,3.0,30.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,황리단길,경북,경주시,4.0,5.0,5.0,5.0,30.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,경주엑스포대공원,경북,경주시,6.0,5.0,3.0,4.0,60.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,경주월드,경북,경주시,6.0,5.0,5.0,5.0,180.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,경주엑스포대공원,경북,경주시,6.0,5.0,5.0,5.0,60.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,황리단길,경북,경주시,4.0,5.0,5.0,5.0,30.0,1,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b001995,쪽샘유적발굴관,경북,경주시,2.0,4.0,3.0,3.0,30.0,0,b001995,2,여,20,4,7,1,1,7,7,7,7,7,1,1,1
b_b015915,속초해수욕장,강원,속초시,1.0,5.0,5.0,5.0,30.0,0,b015915,21,여,20,4,2,2,2,2,2,6,2,6,2,6,3
b_b015915,청초호유원지,강원,속초시,1.0,5.0,5.0,5.0,30.0,0,b015915,21,여,20,4,2,2,2,2,2,6,2,6,2,6,3
b_b015915,속초관광수산시장,강원,속초시,4.0,4.0,4.0,5.0,120.0,0,b015915,21,여,20,4,2,2,2,2,2,6,2,6,2,6,3
b_b001161,해동용궁사,부산,기장군,2.0,3.0,3.0,3.0,30.0,0,b001161,22,여,20,5,6,4,3,2,4,5,6,5,3,1,4
b_b001161,광안리해수욕장,부산,수영구,1.0,4.0,4.0,4.0,120.0,1,b001161,22,여,20,5,6,4,3,2,4,5,6,5,3,1,4
b_b004573,봉평전통시장,강원,평창군,4.0,2.0,2.0,2.0,30.0,0,b004573,2,여,50,3,2,2,2,2,2,4,1,7,1,5,4
b_b004573,이효석문학관,강원,평창군,2.0,3.0,3.0,3.0,60.0,0,b004573,2,여,50,3,2,2,2,2,2,4,1,7,1,5,4
b_b008280,철원역사문화공원,강원,철원군,2.0,5.0,4.0,5.0,150.0,0,b008280,3,여,60,4,3,3,2,5,2,4,3,5,2,1,3
b_b008280,백마고지전적지,강원,철원군,2.0,5.0,4.0,5.0,180.0,0,b008280,3,여,60,4,3,3,2,5,2,4,3,5,2,1,3
b_b000118,김유정문학촌,강원,춘천시,3.0,4.0,3.0,3.0,60.0,0,b000118,8,여,30,4,2,1,1,2,1,1,3,7,3,1,1
b_b009785,김해봉황동유적,경남,김해시,2.0,4.0,4.0,4.0,30.0,0,b009785,3,남,40,4,7,7,4,1,7,7,7,4,2,1,0
b_b009785,수로왕릉,경남,김해시,2.0,4.0,4.0,4.0,30.0,0,b009785,3,남,40,4,7,7,4,1,7,7,7,4,2,1,0
b_b009785,봉리단길,경남,김해시,7.0,4.0,4.0,4.0,30.0,0,b009785,3,남,40,4,7,7,4,1,7,7,7,4,2,1,0
b_b018571,롯데프리미엄아울렛 김해점,경남,김해시,4.0,4.0,4.0,4.0,120.0,1,b018571,1,여,30,4,3,1,3,3,4,5,6,5,1,4,0
b_b009322,감악산,경남,거창군,1.0,5.0,5.0,5.0,60.0,0,b009322,22,여,20,4,3,5,5,2,2,6,2,7,3,3,1
b_b009322,거창의동마을 은행나무길,경남,거창군,1.0,5.0,5.0,5.0,30.0,0,b009322,22,여,20,4,3,5,5,2,2,6,2,7,3,3,1
b_b003830,영일교,경북,포항시,1.0,4.0,3.0,4.0,90.0,0,b003830,2,여,20,4,2,2,2,3,5,3,2,6,3,2,1
b_b003830,구룡포일본인가옥거리,경북,포항시,4.0,4.0,4.0,4.0,60.0,0,b003830,2,여,20,4,2,2,2,3,5,3,2,6,3,2,1
b_b003830,상생의손,경북,포항시,1.0,4.0,3.0,3.0,30.0,0,b003830,2,여,20,4,2,2,2,3,5,3,2,6,3,2,1
b_b005953,아르떼뮤지엄 강릉,강원,강릉시,3.0,5.0,4.0,5.0,90.0,0,b005953,23,여,20,3,2,1,4,3,3,4,5,3,9,2,1
b_b005953,강문해변,강원,강릉시,1.0,5.0,5.0,5.0,30.0,1,b005953,23,여,20,3,2,1,4,3,3,4,5,3,9,2,1
b_b005953,강릉중앙시장,강원,강릉시,4.0,4.0,4.0,4.0,60.0,1,b005953,23,여,20,3,2,1,4,3,3,4,5,3,9,2,1
b_b007943,통도사,경남,양산시,2.0,1.0,3.0,3.0,60.0,1,b007943,3,남,30,4,3,1,2,5,3,5,3,4,7,3,0
b_b004877,속초해수욕장,강원,속초시,1.0,5.0,5.0,5.0,60.0,0,b004877,1,남,30,4,6,2,5,3,6,6,1,2,3,7,1
b_b004877,속초아이,강원,속초시,6.0,3.0,3.0,3.0,30.0,0,b004877,1,남,30,4,6,2,5,3,6,6,1,2,3,7,1
b_b001105,서피비치,강원,양양군,5.0,3.0,2.0,2.0,210.0,0,b001105,5,남,30,6,3,2,2,2,6,6,6,2,3,3,1
b_b001105,강릉중앙시장,강원,강릉시,4.0,5.0,5.0,5.0,60.0,0,b001105,5,남,30,6,3,2,2,2,6,6,6,2,3,3,1
b_b011244,간절곶등대,울산,울주군,1.0,5.0,4.0,4.0,90.0,1,b011244,23,여,30,4,4,4,6,2,3,4,6,7,3,8,1
b_b011244,신세계프리미엄아울렛 부산,부산,기장군,4.0,5.0,5.0,5.0,30.0,1,b011244,23,여,30,4,4,4,6,2,3,4,6,7,3,8,1
b_b000748,삼척해상케이블카 장호역,강원,삼척시,6.0,4.0,4.0,4.0,90.0,0,b000748,21,남,30,8,7,2,6,1,1,2,3,5,1,1,7
b_b014509,제이드가든수목원,강원,춘천시,1.0,4.0,4.0,5.0,90.0,0,b014509,12,여,50,2,2,3,3,2,3,5,3,5,2,4,1
b_b007249,부산시립미술관,부산,해운대구,3.0,4.0,4.0,4.0,60.0,0,b007249,9,여,20,1,6,7,4,3,5,6,2,7,10,1,0
b_b007249,해운대해수욕장,부산,해운대구,1.0,4.0,5.0,5.0,60.0,1,b007249,9,여,20,1,6,7,4,3,5,6,2,7,10,1,0
b_b008443,진주성,경남,진주시,2.0,5.0,5.0,5.0,120.0,1,b008443,9,여,40,1,4,4,2,6,5,4,3,6,3,2,3
b_b008443,진주중앙시장,경남,진주시,4.0,4.0,4.0,4.0,30.0,0,b008443,9,여,40,1,4,4,2,6,5,4,3,6,3,2,3
b_b008443,국립진주박물관,경남,진주시,2.0,5.0,5.0,5.0,120.0,0,b008443,9,여,40,1,4,4,2,6,5,4,3,6,3,2,3
b_b014469,첨성대,경북,경주시,2.0,4.0,3.0,3.0,60.0,1,b014469,2,여,20,1,3,5,4,4,5,3,4,5,8,1,0
b_b014469,분황사,경북,경주시,2.0,4.0,3.0,4.0,30.0,0,b014469,2,여,20,1,3,5,4,4,5,3,4,5,8,1,0
b_b014469,대릉원,경북,경주시,2.0,5.0,5.0,5.0,60.0,1,b014469,2,여,20,1,3,5,4,4,5,3,4,5,8,1,0
b_b014469,경주동궁원,경북,경주시,6.0,5.0,4.0,5.0,60.0,0,b014469,2,여,20,1,3,5,4,4,5,3,4,5,8,1,0
b_b003867,엘리시안강촌,강원,춘천시,8.0,1.0,5.0,5.0,540.0,0,b003867,6,여,30,4,1,3,2,5,4,3,3,3,7,1,1
b_b009969,죽도시장,경북,포항시,4.0,4.0,4.0,3.0,30.0,0,b009969,2,남,30,5,3,5,6,6,7,6,5,5,3,1,1
b_b009969,경주월드,경북,경주시,6.0,4.0,4.0,4.0,270.0,0,b009969,2,남,30,5,3,5,6,6,7,6,5,5,3,1,1
b_b009969,첨성대,경북,경주시,2.0,5.0,5.0,5.0,60.0,0,b009969,2,남,30,5,3,5,6,6,7,6,5,5,3,1,1
b_b009969,황리단길,경북,경주시,4.0,4.0,5.0,5.0,30.0,0,b009969,2,남,30,5,3,5,6,6,7,6,5,5,3,1,1
b_b009969,환호공원,경북,포항시,6.0,4.0,3.0,4.0,30.0,0,b009969,2,남,30,5,3,5,6,6,7,6,5,5,3,1,1
b_b016460,초량차이나타운,부산,동구,4.0,3.0,2.0,1.0,60.0,0,b016460,1,남,30,4,5,1,3,1,1,3,1,3,1,1,1
b_b016460,국제시장,부산,중구,4.0,3.0,2.0,1.0,60.0,1,b016460,1,남,30,4,5,1,3,1,1,3,1,3,1,1,1
b_b001784,아바이마을,강원,속초시,7.0,4.0,4.0,4.0,60.0,0,b001784,5,남,30,2,2,1,1,1,1,1,4,4,3,2,1
b_b001784,설악케이블카,강원,속초시,6.0,3.0,3.0,3.0,30.0,0,b001784,5,남,30,2,2,1,1,1,1,1,4,4,3,2,1
b_b001784,속초관광수산시장,강원,속초시,4.0,4.0,4.0,3.0,60.0,0,b001784,5,남,30,2,2,1,1,1,1,1,4,4,3,2,1
b_b001784,주문진방사제,강원,강릉시,2.0,5.0,5.0,5.0,30.0,0,b001784,5,남,30,2,2,1,1,1,1,1,4,4,3,2,1
b_b004649,보문호,경북,경주시,7.0,4.0,5.0,5.0,30.0,0,b004649,23,남,30,5,1,2,4,4,4,4,5,4,9,5,1
b_b004494,신세계백화점 대구점,대구,동구,4.0,4.0,4.0,4.0,30.0,1,b004494,2,여,20,1,4,1,2,2,3,5,3,7,3,3,1
b_b004494,스파크랜드,대구,중구,6.0,4.0,3.0,4.0,60.0,0,b004494,2,여,20,1,4,1,2,2,3,5,3,7,3,3,1
b_b001467,하조대해수욕장,강원,양양군,1.0,5.0,5.0,5.0,90.0,1,b001467,8,여,40,6,7,1,4,2,3,7,6,5,2,2,3
b_b018488,문경새재도립공원,경북,문경시,1.0,4.0,4.0,5.0,90.0,1,b018488,3,여,30,6,5,2,2,5,6,6,3,6,3,2,2
b_b018488,가산수피아,경북,칠곡군,1.0,5.0,5.0,5.0,120.0,1,b018488,3,여,30,6,5,2,2,5,6,6,3,6,3,2,2
b_b000191,강릉솔향수목원,강원,강릉시,1.0,5.0,4.0,5.0,60.0,0,b000191,21,남,50,12,4,5,3,4,5,5,3,3,1,4,1
b_b000191,정동심곡 바다부채길,강원,강릉시,1.0,3.0,4.0,4.0,60.0,1,b000191,21,남,50,12,4,5,3,4,5,5,3,3,1,4,1
b_b000191,세계주류,강원,춘천시,4.0,4.0,3.0,3.0,30.0,1,b000191,21,남,50,12,4,5,3,4,5,5,3,3,1,4,1
b_b015455,광안리해수욕장,부산,수영구,1.0,4.0,4.0,4.0,30.0,1,b015455,22,여,20,2,4,2,2,3,3,6,3,7,1,3,1
b_b011579,철원한탄강 주상절리길,강원,철원군,1.0,3.0,3.0,3.0,150.0,0,b011579,26,여,50,8,1,1,1,2,1,2,2,1,1,6,2
b_b012548,동궁과월지,경북,경주시,2.0,5.0,5.0,5.0,30.0,1,b012548,3,여,20,3,3,2,3,2,4,6,6,5,1,2,1
b_b012548,전촌용굴,경북,경주시,1.0,4.0,3.0,4.0,90.0,0,b012548,3,여,20,3,3,2,3,2,4,6,6,5,1,2,1
b_b012548,대릉원,경북,경주시,2.0,5.0,5.0,4.0,90.0,1,b012548,3,여,20,3,3,2,3,2,4,6,6,5,1,2,1
b_b014175,롯데프리미엄아울렛 동부산점,부산,기장군,4.0,4.0,4.0,4.0,60.0,1,b014175,22,여,20,4,7,7,3,6,4,5,7,3,7,4,0
b_b014175,해운대해수욕장,부산,해운대구,1.0,4.0,4.0,4.0,30.0,1,b014175,22,여,20,4,7,7,3,6,4,5,7,3,7,4,0
b_b012543,해운대해수욕장,부산,해운대구,1.0,4.0,5.0,4.0,30.0,1,b012543,4,여,30,3,1,1,4,1,1,2,2,6,1,1,0
b_b004653,롯데월드 어드벤처 부산,부산,기장군,6.0,3.0,3.0,3.0,270.0,0,b004653,1,여,30,3,2,4,1,1,1,1,6,6,9,2,1
b_b004653,롯데프리미엄아울렛 동부산점,부산,기장군,4.0,4.0,4.0,4.0,90.0,1,b004653,1,여,30,3,2,4,1,1,1,1,6,6,9,2,1
b_b010848,대릉원,경북,경주시,2.0,4.0,2.0,2.0,60.0,1,b010848,3,남,20,1,2,1,2,2,4,2,1,3,3,1,1
b_b010848,첨성대,경북,경주시,2.0,4.0,5.0,5.0,30.0,1,b010848,3,남,20,1,2,1,2,2,4,2,1,3,3,1,1
b_b005029,부평깡통시장,부산,중구,4.0,4.0,4.0,4.0,30.0,0,b005029,22,남,20,3,2,2,2,7,2,1,5,7,3,1,2
b_b005029,광안리해수욕장,부산,수영구,1.0,5.0,4.0,4.0,60.0,0,b005029,22,남,20,3,2,2,2,7,2,1,5,7,3,1,2
b_b005029,해운대블루라인파크 청사포정거장,부산,해운대구,6.0,5.0,5.0,4.0,60.0,0,b005029,22,남,20,3,2,2,2,7,2,1,5,7,3,1,2
b_b002527,KT&G상상마당 부산,부산,부산진구,3.0,3.0,2.0,2.0,30.0,0,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b002527,감천문화마을,부산,사하구,7.0,4.0,2.0,4.0,60.0,0,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b002527,해운대해수욕장,부산,해운대구,1.0,4.0,4.0,4.0,120.0,1,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b002527,센텀시티 스파랜드,부산,해운대구,6.0,5.0,5.0,5.0,150.0,0,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b002527,BIFF광장,부산,중구,4.0,4.0,2.0,4.0,120.0,1,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b002527,해동용궁사,부산,기장군,2.0,5.0,3.0,5.0,30.0,0,b002527,22,남,20,1,4,3,1,6,4,3,5,5,1,2,1
b_b004953,영일대전망대,경북,포항시,1.0,4.0,2.0,3.0,30.0,0,b004953,1,여,30,4,4,3,3,5,6,6,2,4,3,2,3
b_b004953,환호공원 스페이스워크,경북,포항시,6.0,5.0,3.0,4.0,90.0,0,b004953,1,여,30,4,4,3,3,5,6,6,2,4,3,2,3
