TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
b_b004000,22,여,40,3,4,4,1,3,4,4,2,5,2,1,1,['경북+경주시']
b_b004590,2,여,30,1,6,4,4,2,4,4,5,5,1,2,2,['강원+춘천시']
b_b008194,1,여,20,1,4,2,6,2,2,6,6,4,2,3,1,['대구+중구']
b_b002817,3,남,30,6,4,4,2,4,4,2,4,6,2,4,1,['경북+경주시']
b_b000820,23,여,20,5,2,1,1,3,3,2,6,3,2,4,4,"['부산+해운대구', '부산+기장군']"
b_b000468,3,여,20,4,2,3,2,4,6,2,5,5,1,6,3,"['강원+고성군', '강원+속초시']"
b_b004780,23,여,20,1,4,1,2,3,4,4,7,6,2,1,1,['강원+강릉시']
b_b001471,21,여,20,3,1,1,1,5,5,5,2,7,2,3,1,"['경북+포항시', '경북+경주시']"
b_b000733,4,남,30,6,1,1,1,1,4,4,3,4,2,3,1,['강원+삼척시']
b_b011136,6,여,40,1,4,2,3,5,6,6,2,4,3,3,2,['경남+김해시']
b_b002297,7,남,30,7,4,5,5,2,4,4,6,5,1,8,1,"['강원+양양군', '강원+강릉시']"
b_b006877,25,여,30,3,3,3,2,4,2,4,6,5,1,3,0,['울산+울주군']
b_b000405,4,남,20,4,4,1,2,4,3,4,5,2,3,4,1,['강원+강릉시']
b_b004823,22,여,30,5,1,4,1,4,2,7,7,7,7,1,0,['울산+울주군']
b_b014821,24,남,20,4,3,4,3,4,4,2,2,7,2,5,0,"['부산+서구', '부산+부산진구']"
b_b005653,3,남,20,1,6,3,2,4,4,5,2,5,2,5,1,['경남+진주시']
b_b008075,4,여,40,4,4,3,3,3,5,5,3,3,3,3,2,['강원+속초시']
b_b008387,6,여,20,4,5,2,4,5,5,3,2,6,1,3,3,"['부산+수영구', '부산+강서구', '부산+중구']"
b_b016469,1,남,30,5,4,4,5,2,5,5,5,6,8,1,1,"['강원+원주시', '경기+여주시']"
b_b011032,12,남,40,2,2,4,3,4,3,4,2,4,1,2,0,['경북+문경시']
b_b007693,2,여,40,3,1,4,3,4,4,4,6,1,3,5,1,"['울산+울주군', '경남+양산시']"
b_b000981,2,남,30,6,6,2,2,4,3,6,6,5,2,3,6,['강원+속초시']
b_b005145,3,남,20,1,4,3,3,3,4,4,2,3,2,1,0,['경북+경주시']
b_b003938,22,여,30,6,6,1,3,2,6,2,6,7,3,2,1,['부산+해운대구']
b_b004694,2,여,30,3,1,4,2,2,2,2,1,2,3,1,3,['경남+진주시']
b_b006887,1,여,20,4,4,1,2,4,2,3,1,7,6,4,0,['강원+속초시']
b_b002682,22,남,20,4,4,2,4,3,6,4,6,6,1,2,0,"['부산+해운대구', '부산+영도구', '부산+중구']"
b_b001084,23,남,40,5,3,3,5,2,5,5,5,6,2,1,3,['강원+속초시']
b_b005433,1,남,20,3,1,3,3,1,2,2,6,4,7,1,0,['부산+영도구']
b_b004928,21,여,20,4,7,1,4,5,3,3,2,6,3,1,3,['경북+포항시']
b_b000406,25,여,20,5,1,1,3,4,1,6,4,7,3,3,2,"['강원+속초시', '강원+양양군']"
b_b000439,1,여,30,3,4,4,4,4,4,4,4,4,1,1,0,['강원+동해시']
b_b001428,3,여,20,4,2,1,2,2,4,3,2,5,2,3,1,['경북+경주시']
b_b011132,5,여,30,6,1,2,2,3,6,5,5,6,8,10,2,['강원+춘천시']
b_b011214,22,여,20,5,4,2,1,1,4,6,7,1,1,1,1,['경북+영천시']
b_b007443,24,여,30,4,1,4,1,1,4,4,7,7,7,1,0,['울산+중구']
b_b002135,2,남,40,11,2,1,4,1,2,4,2,4,3,2,2,['강원+속초시']
b_b001145,23,여,20,6,6,1,2,1,4,6,6,7,1,8,1,"['부산+해운대구', '부산+중구']"
b_b010102,1,여,30,4,3,2,2,3,2,3,5,5,3,5,1,['경북+안동시']
b_b009849,21,여,20,4,2,1,4,5,2,5,5,7,2,8,0,"['부산+수영구', '부산+영도구']"
b_b018519,12,여,20,3,6,3,2,6,7,7,2,7,2,1,1,['경북+포항시']
b_b004989,2,여,30,4,2,2,2,2,1,2,6,7,3,1,1,['울산+울주군']
b_b004417,25,여,40,4,2,1,3,2,2,1,3,6,4,1,0,"['강원+속초시', '강원+강릉시']"
b_b015115,3,여,20,1,2,2,2,4,5,5,5,6,8,4,0,['경북+경주시']
b_b013701,3,남,20,5,7,7,2,4,4,4,6,4,3,2,1,['강원+철원군']
b_b009230,2,남,20,3,6,3,5,3,5,5,6,3,1,1,1,['부산+기장군']
b_b008570,3,여,40,3,2,4,3,4,2,4,6,4,1,5,1,['경북+안동시']
b_b002621,4,여,30,5,4,3,2,4,6,5,6,4,4,1,1,"['부산+해운대구', '부산+영도구', '부산+중구']"
b_b011418,6,여,20,2,5,1,6,2,5,3,7,3,1,1,0,['울산+중구']
b_b004542,3,여,20,4,5,2,1,4,7,6,2,6,1,1,0,['경북+경주시']
b_b008199,22,여,30,4,2,4,3,3,4,5,5,5,1,3,1,['강원+강릉시']
b_b015952,2,남,50,6,4,5,3,3,3,3,5,4,3,2,2,['강원+춘천시']
b_b007551,3,남,30,4,5,5,4,2,5,2,2,7,5,2,1,"['부산+수영구', '부산+기장군']"
b_b003788,8,여,20,4,1,2,1,3,6,2,5,6,1,1,1,['울산+중구']
b_b014102,3,여,40,4,1,4,1,4,5,4,2,7,7,2,2,['강원+철원군']
b_b018552,1,남,30,4,2,1,1,4,5,2,6,6,2,2,0,['경남+김해시']
b_b004917,9,남,40,6,1,2,2,5,2,6,2,7,2,2,2,['강원+춘천시']
b_b002738,2,여,20,1,6,2,2,2,6,4,6,6,3,1,1,['경북+경주시']
b_b004913,23,여,20,5,4,4,5,4,2,7,6,7,3,2,1,['강원+홍천군']
b_b000609,21,여,60,1,3,3,3,5,3,5,3,4,3,4,3,['강원+강릉시']
b_b007326,23,여,40,4,2,2,5,2,2,4,5,3,1,1,2,['강원+속초시']
b_b015712,22,여,40,5,2,4,3,4,3,4,4,4,1,1,3,"['강원+평창군', '강원+속초시']"
b_b018541,22,여,30,1,1,4,2,5,5,4,3,6,1,1,2,['경북+경주시']
b_b016518,3,여,20,1,6,6,6,2,2,5,2,5,1,2,1,['경북+경주시']
b_b004679,22,남,40,5,4,2,2,4,5,5,5,6,3,5,1,['강원+속초시']
b_b005828,9,여,30,4,1,1,1,3,7,3,4,7,10,2,1,['강원+정선군']
b_b012207,3,남,20,4,5,5,2,2,2,6,6,7,2,3,0,['경북+경주시']
b_b005747,4,남,20,5,4,1,3,4,3,4,4,3,3,1,5,['강원+속초시']
b_b011679,1,여,30,5,4,3,1,4,6,2,6,1,1,3,0,['부산+기장군']
b_b004382,2,여,20,4,6,6,6,5,6,6,5,2,2,6,1,['강원+춘천시']
b_b015139,1,여,20,3,2,1,2,4,4,3,3,6,2,4,0,['강원+강릉시']
b_b015858,10,남,30,4,6,3,3,3,2,3,3,5,1,1,1,['부산+해운대구']
b_b011705,3,남,50,9,1,1,2,6,7,1,2,2,2,2,1,['강원+철원군']
b_b006632,3,남,40,4,4,5,2,1,3,6,6,7,3,1,3,['경남+고성군']
b_b005015,2,여,30,4,2,2,1,4,3,3,1,7,3,1,1,['경남+합천군']
b_b011645,12,여,20,4,1,1,1,3,1,1,5,1,1,7,0,['강원+춘천시']
b_b004851,9,여,40,2,2,1,5,5,5,5,6,5,3,6,6,"['강원+속초시', '강원+양양군']"
b_b004095,2,여,20,3,2,1,2,6,1,2,7,6,1,3,1,['강원+홍천군']
b_b018621,4,여,40,3,7,7,3,5,3,3,6,2,3,4,1,['부산+중구']
b_b000196,4,남,30,5,2,1,2,2,3,2,2,5,9,1,5,['경북+포항시']
b_b004964,2,여,20,3,5,6,2,5,3,4,6,6,1,4,1,['경북+경주시']
b_b011299,5,여,30,5,3,3,3,2,1,2,2,5,7,1,2,['강원+철원군']
b_b003034,10,여,40,3,1,1,1,1,1,4,1,7,2,1,2,['강원+강릉시']
b_b011578,3,남,20,5,2,2,2,2,1,6,6,7,3,2,1,['경남+진주시']
b_b011154,3,여,40,1,4,2,2,5,7,2,6,7,3,3,2,['경북+경주시']
b_b000486,1,여,20,4,4,1,5,6,5,4,3,5,1,2,2,['경북+포항시']
b_b011036,21,여,40,5,3,3,3,4,3,3,2,7,3,2,1,['강원+춘천시']
b_b013656,1,남,30,6,2,2,2,3,3,5,3,2,1,2,1,"['부산+해운대구', '부산+기장군']"
b_b005315,6,남,20,5,2,2,2,3,2,3,5,3,7,3,0,['부산+해운대구']
b_b006894,22,남,20,4,2,7,1,2,2,2,1,7,7,2,1,['강원+춘천시']
b_b000747,5,남,20,4,4,1,1,1,5,2,5,7,3,3,2,['강원+강릉시']
b_b016586,3,남,30,5,1,1,1,2,1,1,4,1,3,1,4,['강원+강릉시']
c_c002456,3,여,20,4,2,2,2,5,6,2,7,5,3,1,2,['경북+경주시']
b_b007967,23,여,20,5,4,2,2,2,1,4,1,6,3,3,1,['강원+강릉시']
b_b000645,5,여,20,4,5,4,3,3,4,3,3,2,2,2,2,['부산+해운대구']
b_b005369,4,남,20,3,4,3,1,5,5,5,5,7,7,3,0,"['부산+해운대구', '부산+사하구', '부산+중구']"
b_b005890,3,여,20,5,2,2,1,1,4,4,1,6,2,6,1,['경북+경주시']
b_b011294,22,여,40,1,4,4,3,3,4,4,2,6,2,1,2,['경남+양산시']
b_b006568,3,여,30,4,3,2,2,6,7,6,2,3,8,2,1,['경북+경주시']
b_b007683,3,남,30,5,4,3,3,5,5,5,6,7,6,1,1,['경북+청도군']
b_b004934,10,여,20,4,2,5,1,3,3,1,6,6,2,2,0,['강원+양양군']
b_b011562,22,여,30,7,4,2,3,3,4,4,1,7,9,1,1,"['강원+동해시', '강원+강릉시']"
b_b013717,2,여,30,1,4,5,3,5,6,3,6,6,1,3,3,['울산+남구']
b_b003930,3,여,20,1,2,3,6,1,3,7,7,5,3,3,1,['경북+경주시']
b_b005821,1,여,20,1,1,1,4,3,5,4,2,5,4,6,0,['경북+경주시']
b_b011641,3,여,30,4,3,2,5,3,5,2,7,7,5,2,0,['경북+경주시']
b_b018622,22,남,20,1,1,1,7,1,1,1,1,7,2,2,1,"['부산+부산진구', '부산+수영구']"
b_b012387,22,여,50,2,2,4,2,6,6,5,5,3,7,5,0,['경북+문경시']
b_b003912,2,여,30,3,2,2,3,6,2,2,6,5,1,2,2,['강원+평창군']
b_b001417,4,남,20,2,6,3,2,4,2,3,6,6,3,2,1,"['부산+해운대구', '부산+수영구', '부산+영도구', '부산+기장군']"
b_b004021,28,남,20,1,2,6,1,4,4,5,6,2,6,1,1,['강원+강릉시']
b_b003967,6,여,50,2,2,1,1,3,3,2,1,6,7,2,0,"['부산+강서구', '경남+김해시']"
c_c009415,9,남,30,6,2,4,1,2,6,2,2,6,7,1,0,['경북+경주시']
b_b007073,6,여,40,1,2,4,6,5,6,4,6,4,1,1,2,['경남+고성군']
b_b018631,1,여,20,3,6,4,3,5,4,5,4,5,4,3,0,['강원+강릉시']
b_b005604,11,남,40,6,1,1,1,1,1,1,4,4,3,5,3,"['울산+중구', '울산+남구']"
b_b003996,2,남,40,5,1,2,6,4,2,6,1,7,3,2,3,['강원+춘천시']
b_b000709,5,남,40,5,4,4,4,2,3,5,3,5,2,8,6,"['강원+동해시', '강원+원주시', '강원+삼척시']"
b_b005867,2,남,40,7,4,4,4,3,4,3,4,4,1,2,3,['경북+경주시']
b_b006511,21,남,60,4,1,1,6,7,1,7,4,6,2,2,3,['강원+양양군']
b_b007961,3,여,20,5,3,3,2,2,2,4,3,4,1,1,1,['경북+경주시']
b_b003356,7,남,30,4,4,4,2,4,1,4,4,6,2,1,1,['강원+속초시']
b_b002690,2,남,40,5,3,3,5,4,3,5,3,5,3,10,5,"['강원+속초시', '강원+강릉시']"
b_b001785,22,여,20,3,1,1,1,1,4,5,7,6,2,5,4,['경북+경주시']
b_b000204,8,남,50,10,2,6,3,6,2,3,3,3,1,2,4,['경북+영주시']
b_b010828,3,여,20,4,2,3,3,2,1,4,5,6,8,2,1,['경북+경주시']
b_b010817,6,남,30,5,2,3,4,4,3,4,2,5,1,6,3,['경남+진주시']
b_b000937,2,여,20,2,1,1,1,1,1,1,1,7,3,1,2,['강원+속초시']
b_b006153,26,여,20,5,2,2,3,3,2,4,3,6,2,2,1,['울산+동구']
b_b005580,9,남,30,3,4,1,1,1,4,4,2,7,1,1,0,['강원+강릉시']
b_b018659,22,여,20,2,4,5,1,6,4,2,7,6,1,1,1,['경북+포항시']
b_b003873,6,남,30,6,2,4,3,2,2,5,5,7,8,2,0,['강원+원주시']
b_b004617,2,여,30,2,4,6,3,1,1,6,6,4,1,3,3,"['강원+춘천시', '강원+강릉시']"
b_b010991,12,여,30,1,2,4,3,3,2,4,3,6,3,1,2,['강원+춘천시']
b_b009392,22,남,20,3,6,2,6,2,6,6,2,7,3,2,1,"['부산+부산진구', '부산+수영구']"
b_b006596,22,여,50,1,2,2,2,2,4,2,2,7,1,1,2,['강원+강릉시']
b_b006270,3,남,30,4,4,5,4,2,3,6,5,2,1,1,1,['경북+경주시']
b_b002058,4,여,20,4,2,1,4,2,6,2,1,7,9,1,1,"['강원+속초시', '강원+강릉시']"
b_b002127,22,여,30,3,2,1,2,6,1,2,7,1,2,2,1,['강원+속초시']
b_b011676,3,남,20,1,7,1,1,1,1,1,1,6,9,1,2,['경북+경주시']
b_b001501,24,남,40,5,1,4,1,4,4,7,4,6,6,1,2,['대구+달성군']
b_b004101,9,여,20,1,2,3,1,2,4,3,4,5,1,1,0,['대구+수성구']
b_b005066,2,여,20,3,1,1,1,6,6,1,7,6,2,3,0,['강원+춘천시']
b_b006840,2,여,30,5,4,4,2,2,6,5,1,7,5,2,1,['강원+춘천시']
b_b005033,1,여,30,4,6,2,2,5,5,3,2,1,2,2,0,['대구+중구']
b_b013751,21,남,30,7,3,2,2,4,4,3,3,4,9,1,1,['강원+화천군']
b_b004950,3,남,30,5,2,2,4,2,4,5,6,4,2,8,1,['경북+경주시']
b_b007455,3,여,20,4,1,2,4,6,5,5,1,6,2,1,0,['경북+청도군']
b_b008031,2,남,20,1,6,1,1,6,6,2,6,2,3,3,1,['경북+경주시']
b_b011196,22,여,30,4,3,5,2,3,6,3,2,5,7,1,1,['강원+춘천시']
b_b010105,2,남,30,4,6,3,2,3,4,5,2,3,2,1,1,['강원+춘천시']
b_b005465,4,여,20,5,3,3,4,4,4,5,3,4,2,8,1,"['강원+속초시', '강원+강릉시']"
b_b009796,3,남,30,4,4,4,4,2,2,4,4,1,3,10,3,['경북+경주시']
b_b004609,5,여,40,2,2,2,1,2,2,4,1,6,2,2,5,['강원+속초시']
b_b015975,3,여,40,3,4,4,4,4,4,3,3,4,4,2,2,['경북+경주시']
b_b013759,4,여,20,1,7,3,6,2,2,7,5,1,3,2,1,['경북+포항시']
b_b007063,9,여,60,4,3,6,6,3,3,5,5,3,10,1,0,['부산+해운대구']
b_b000524,5,남,30,5,6,4,1,4,6,2,3,6,7,4,0,['경북+포항시']
b_b016058,6,여,60,2,6,7,6,1,1,6,6,6,2,5,6,['경북+경주시']
b_b005227,2,여,30,5,6,1,2,1,2,6,7,7,2,8,3,['경북+경주시']
b_b012391,28,여,30,4,2,7,2,7,1,6,2,6,6,3,0,"['울산+중구', '울산+남구', '울산+울주군']"
b_b006434,24,남,30,6,4,3,2,1,4,2,2,7,7,3,0,['강원+고성군']
b_b015228,3,여,30,4,4,3,2,4,3,6,7,1,8,3,0,['경북+경주시']
b_b000819,8,남,40,7,2,2,3,5,3,3,5,5,1,3,6,['강원+영월군']
b_b009997,4,남,20,3,1,1,1,6,3,1,6,7,5,4,0,"['강원+속초시', '강원+양양군', '강원+강릉시']"
b_b013697,6,여,30,4,1,1,1,3,1,2,1,5,4,1,0,['강원+강릉시']
b_b004458,3,남,30,6,1,6,1,3,6,2,2,5,9,1,6,['강원+속초시']
b_b010253,28,여,30,4,1,1,1,1,6,1,7,5,6,1,0,['경북+청송군']
b_b009386,6,남,20,1,6,2,2,2,6,2,6,6,1,1,1,['대구+동구']
b_b004274,3,여,20,3,2,4,2,2,2,2,3,6,3,2,1,['경북+경주시']
b_b000838,3,남,40,8,1,2,2,4,4,6,6,6,8,2,3,['경북+경주시']
b_b012640,2,여,20,4,4,3,2,6,6,2,6,2,4,2,0,['강원+속초시']
b_b006473,21,남,20,5,2,4,3,4,5,3,3,4,7,2,0,['부산+해운대구']
b_b018468,23,여,20,5,2,1,1,2,3,2,6,7,4,3,1,['대구+동구']
b_b007137,25,남,30,4,2,6,4,4,3,3,2,5,7,1,0,['울산+동구']
b_b005093,1,여,20,4,4,1,1,2,3,6,5,7,1,2,1,['부산+수영구']
b_b012278,1,여,30,4,6,2,7,2,4,5,6,6,3,2,1,"['부산+수영구', '부산+기장군']"
b_b012323,2,남,20,2,6,2,2,4,4,4,5,5,3,1,1,"['대구+달서구', '대구+동구']"
b_b003096,22,여,20,2,6,5,2,3,4,5,2,6,3,1,2,['경북+경주시']
b_b007426,2,여,20,1,6,1,2,3,6,4,1,7,4,10,0,['강원+강릉시']
b_b014093,22,여,20,3,4,2,2,4,3,2,5,4,1,1,1,['경북+경주시']
b_b004714,1,여,40,1,2,2,4,2,4,4,2,7,1,10,1,['부산+중구']
b_b011821,7,남,20,5,3,2,1,4,4,6,1,5,3,1,1,['강원+원주시']
b_b011123,21,여,20,4,5,6,3,3,6,3,2,5,2,1,1,['울산+동구']
b_b001694,7,여,20,4,6,2,4,3,6,5,2,6,5,4,1,"['강원+평창군', '강원+강릉시']"
b_b004299,3,여,20,4,1,1,2,2,4,4,3,4,1,3,0,['경북+경주시']
b_b013698,21,여,40,2,5,3,3,2,5,3,5,3,1,1,2,['강원+춘천시']
b_b004480,1,여,30,4,4,3,2,3,3,6,2,6,1,3,1,['강원+강릉시']
b_b002264,28,여,20,2,2,2,5,5,5,3,3,5,7,4,0,['강원+평창군']
b_b003401,23,여,20,2,4,2,2,3,2,3,7,7,3,2,1,['경북+경주시']
b_b011339,22,여,20,5,4,4,2,3,3,3,3,6,1,2,1,['경북+경주시']
b_b003013,22,여,20,2,1,1,1,4,4,6,2,1,7,1,7,"['부산+해운대구', '부산+수영구']"
b_b000153,27,남,20,2,4,1,4,3,5,4,3,7,7,3,2,['부산+해운대구']
b_b005886,3,여,50,5,4,5,3,3,5,3,5,3,8,2,2,['경북+안동시']
b_b000291,23,남,30,10,6,2,3,4,3,5,2,5,1,2,2,['강원+속초시']
b_b005527,9,여,20,4,2,1,2,3,6,2,6,6,3,1,1,"['울산+중구', '울산+동구']"
b_b010954,25,여,20,4,1,1,1,1,5,1,1,4,1,1,1,['강원+철원군']
b_b012270,9,여,30,1,6,3,1,5,6,5,2,7,8,1,3,['경남+진주시']
b_b002745,2,남,20,2,3,2,2,3,2,6,3,6,3,1,5,['경북+경주시']
b_b011728,5,여,50,1,6,4,6,4,6,6,4,2,9,1,3,['부산+기장군']
b_b004412,3,여,20,3,5,3,5,3,1,5,5,3,3,2,1,"['강원+속초시', '강원+강릉시']"
b_b001376,5,남,40,6,4,2,3,4,4,4,5,5,1,4,3,['강원+강릉시']
b_b007257,9,여,20,4,2,3,3,4,3,5,2,7,2,2,3,['경남+진주시']
b_b015439,27,남,20,1,2,1,3,4,4,5,7,4,1,1,1,"['부산+부산진구', '부산+영도구', '부산+중구']"
b_b004357,6,여,20,6,2,2,2,2,3,6,2,6,9,1,11,['강원+원주시']
b_b008230,2,남,20,1,6,3,4,4,2,3,3,1,9,2,1,['경북+경주시']
b_b007894,24,남,40,8,5,4,3,2,2,4,5,5,5,1,0,['울산+중구']
b_b005839,2,남,20,5,2,1,1,3,2,1,5,3,1,1,1,['경북+청도군']
b_b013752,22,여,50,3,1,3,1,3,2,6,2,6,3,4,2,['부산+해운대구']
b_b004832,21,여,30,6,2,2,6,2,1,5,2,2,2,2,0,['울산+중구']
b_b014777,1,여,40,5,3,2,4,2,3,4,3,6,1,4,1,['경북+경주시']
b_b005702,1,여,60,3,2,5,4,2,2,2,4,4,3,3,1,"['대구+수성구', '대구+달성군']"
b_b000401,2,남,20,3,2,2,2,4,3,5,3,3,3,2,1,['강원+속초시']
b_b000007,2,여,40,3,1,4,2,5,6,2,6,3,6,1,4,"['강원+평창군', '강원+강릉시']"
b_b014506,4,여,20,2,3,1,4,3,2,4,3,4,1,1,0,['대구+중구']
b_b007044,3,남,40,5,1,4,2,5,3,2,4,4,3,2,1,['경남+진주시']
b_b012619,22,여,20,2,2,6,2,6,5,6,5,7,7,2,0,"['부산+수영구', '부산+영도구', '부산+중구']"
b_b018636,6,여,20,4,1,1,1,1,1,1,7,7,1,2,0,['강원+강릉시']
b_b001115,4,여,40,1,1,7,1,7,4,4,4,4,1,1,1,['강원+춘천시']
b_b000805,3,여,30,6,1,3,2,2,2,2,2,7,1,1,1,['경북+경주시']
b_b002790,23,남,30,5,2,2,5,4,3,5,6,7,3,2,5,['강원+속초시']
b_b011586,4,남,40,4,3,4,2,7,6,7,3,7,3,1,1,['부산+해운대구']
b_b012123,2,여,20,4,5,6,2,2,2,4,6,5,2,1,0,['강원+춘천시']
b_b006042,22,남,40,8,2,2,4,4,6,4,5,6,3,1,3,['강원+강릉시']
b_b006685,24,여,30,4,2,2,2,2,2,2,6,2,4,2,0,['경남+합천군']
b_b009237,2,남,40,2,3,2,2,4,2,3,6,3,2,2,0,['강원+속초시']
b_b003847,22,남,30,7,1,1,1,3,4,2,2,5,3,1,7,['강원+고성군']
b_b009674,28,남,60,5,2,4,6,2,2,6,6,6,7,2,1,['강원+원주시']
b_b007512,5,여,30,5,3,2,1,3,6,5,2,6,6,1,0,['강원+양양군']
b_b004564,24,여,20,2,4,5,2,4,5,3,6,5,3,3,1,"['부산+부산진구', '부산+해운대구', '부산+수영구', '부산+사하구']"
b_b003383,3,남,20,4,3,1,2,5,4,3,5,4,3,2,1,['경북+경주시']
b_b011231,3,남,20,3,4,4,4,4,4,4,4,4,4,3,0,['경북+경주시']
b_b002121,24,남,40,3,1,1,2,6,6,2,2,6,3,1,3,['강원+영월군']
b_b014385,22,여,20,5,2,6,1,7,7,4,7,7,5,1,0,['강원+철원군']
b_b010783,6,여,40,1,6,3,2,4,5,2,3,3,3,2,3,['경남+진주시']
b_b003894,3,남,20,1,2,4,2,2,2,4,5,4,7,1,1,['경북+경주시']
b_b014330,12,여,20,2,2,2,1,1,1,5,2,6,2,1,0,['강원+강릉시']
b_b006313,3,남,30,5,1,1,1,3,4,3,5,3,1,2,0,['경남+합천군']
b_b011577,4,여,60,3,7,7,4,7,7,4,7,1,3,3,1,['강원+춘천시']
b_b007797,9,여,40,5,4,3,2,6,2,3,4,7,7,1,0,['경북+경주시']
b_b006777,22,여,50,4,1,1,1,1,1,3,3,4,3,1,1,['경남+양산시']
b_b015553,11,여,20,5,3,6,5,2,6,3,1,6,7,3,3,['경북+포항시']
b_b009255,26,여,20,3,6,2,2,2,6,6,6,6,7,1,0,['경북+경주시']
b_b013626,12,남,40,3,4,7,6,6,6,4,5,2,5,6,3,['경북+포항시']
b_b014970,5,남,30,5,2,2,2,3,7,2,1,4,3,1,3,['울산+울주군']
b_b002519,5,남,30,5,4,1,3,4,4,7,1,7,1,2,1,"['강원+속초시', '강원+양양군']"
b_b015091,5,여,20,1,3,4,3,2,5,4,5,6,1,1,2,['강원+철원군']
b_b003024,3,남,20,6,2,6,3,4,5,6,3,5,3,2,1,['경북+경주시']
b_b011673,12,여,30,5,4,2,5,1,7,2,6,2,3,1,1,['강원+춘천시']
b_b009620,3,여,30,3,1,1,2,3,2,4,1,7,3,2,1,['경북+안동시']
b_b013620,3,여,50,5,3,3,2,4,2,2,6,2,1,5,0,['강원+춘천시']
b_b003999,22,여,40,9,3,3,3,3,3,4,5,5,5,1,0,['강원+강릉시']
b_b008497,2,남,30,1,3,2,2,3,3,5,5,5,2,1,0,['강원+춘천시']
b_b006572,3,여,30,5,1,1,2,6,5,3,7,2,1,2,0,['경북+경주시']
b_b009241,3,여,30,4,2,2,4,5,6,4,3,6,3,6,1,['경북+경주시']
b_b009514,1,여,20,5,3,4,2,4,4,4,2,4,6,1,1,['부산+기장군']
b_b007944,2,남,30,5,4,4,4,4,4,4,4,4,4,1,2,"['울산+중구', '울산+울주군']"
b_b000063,5,남,20,4,3,1,3,4,5,3,2,5,1,5,1,['경북+포항시']
b_b003988,2,남,40,7,4,3,3,3,2,2,3,6,2,2,2,['강원+평창군']
b_b014441,2,남,20,4,6,2,1,2,2,4,7,3,3,4,1,['경북+경주시']
b_b010215,3,남,20,5,2,3,1,3,1,5,4,5,1,3,1,['경북+경주시']
b_b001370,6,남,20,5,5,2,2,5,6,2,5,3,1,3,0,['부산+부산진구']
b_b005213,23,여,30,5,3,1,3,1,2,3,3,6,9,4,2,"['경북+경주시', '경남+양산시']"
b_b002675,3,여,20,2,5,1,1,2,4,5,6,7,3,4,3,['경북+경주시']
b_b000550,6,여,30,4,2,3,6,1,3,2,1,5,3,2,1,"['울산+동구', '울산+남구']"
b_b009928,22,여,30,4,1,4,4,3,1,4,6,6,2,4,1,['강원+강릉시']
b_b013692,2,여,30,5,2,2,1,4,6,6,1,7,2,4,1,['강원+춘천시']
b_b000856,13,남,40,8,2,1,1,2,2,7,1,4,1,2,7,"['강원+고성군', '강원+속초시']"
b_b018606,4,남,30,4,6,3,6,3,3,5,6,4,1,2,0,"['경북+영천시', '경북+경주시']"
b_b011830,9,여,30,4,2,4,1,3,6,6,3,5,10,3,1,['경남+진주시']
b_b007912,2,남,20,4,5,1,1,3,6,1,2,7,5,1,0,['부산+기장군']
b_b006009,22,여,30,1,4,1,2,2,3,4,2,6,1,2,1,['부산+기장군']
b_b006441,22,여,20,4,6,3,5,5,6,6,2,6,1,1,1,['강원+정선군']
b_b008421,9,남,20,1,5,1,1,7,4,1,6,4,1,3,1,['강원+강릉시']
b_b004761,21,여,30,4,3,6,6,4,2,4,6,6,4,2,0,"['강원+속초시', '강원+양양군']"
b_b009231,1,남,30,3,3,1,2,2,2,1,1,7,2,1,1,['강원+춘천시']
b_b002948,23,남,40,8,2,4,6,3,5,4,6,5,1,1,3,"['강원+원주시', '강원+강릉시']"
b_b007891,2,남,40,6,4,7,5,6,4,7,7,7,3,3,3,['경남+고성군']
b_b002789,5,여,30,3,2,2,1,3,6,1,2,7,1,4,1,['강원+양양군']
b_b015510,3,여,20,4,4,2,2,5,2,5,2,6,1,2,0,['강원+강릉시']
b_b000391,5,여,20,2,3,2,1,3,3,3,1,7,3,1,4,['강원+강릉시']
b_b010740,3,여,30,5,4,6,2,5,6,3,2,3,7,1,3,['경북+안동시']
c_c002519,3,여,20,3,1,1,1,3,1,1,5,7,2,2,1,['경북+경주시']
b_b003904,22,여,20,3,6,1,6,4,3,6,6,6,2,1,1,['강원+속초시']
b_b006718,22,여,20,4,4,5,2,6,5,4,2,6,2,3,0,['강원+강릉시']
b_b004945,23,여,20,3,1,1,1,3,7,7,6,7,4,5,1,['강원+강릉시']
b_b006010,9,여,30,4,2,1,1,4,6,2,2,6,7,1,1,['경남+합천군']
b_b004976,21,남,20,2,5,2,2,4,3,3,5,5,9,1,1,['강원+양양군']
b_b006105,2,남,40,6,2,7,3,6,4,5,5,4,3,1,3,['경북+경주시']
b_b002102,3,여,40,3,4,2,2,4,2,4,3,5,3,4,5,['경북+경주시']
b_b015913,6,여,30,1,1,4,2,4,7,4,2,7,3,2,3,['울산+남구']
